time,NO082
2021-08-05,16.58
2021-08-06,16.812666
2021-08-07,18.846668
2021-08-08,19.208668
2021-08-09,18.866665
2021-08-10,18.884666
2021-08-11,17.691334
2021-08-12,17.973999
2021-08-13,19.364666
2021-08-14,21.472002
2021-08-15,20.078
2021-08-16,21.605999
2021-08-17,16.686666
2021-08-18,16.133333
2021-08-19,17.587334
2021-08-20,17.844
2021-08-21,17.276667
2021-08-22,16.040667
2021-08-23,16.623333
2021-08-24,14.438666
2021-08-25,13.857332
2021-08-26,14.728666
2021-08-27,14.739333
2021-08-28,14.642
2021-08-29,15.066
2021-08-30,15.718665
2021-08-31,15.475999
2021-09-01,15.261999
2021-09-02,14.723999
2021-09-03,14.516
2021-09-04,11.858
2021-09-05,11.041999
2021-09-06,12.509999
2021-09-07,15.217999
2021-09-08,15.983999
2021-09-09,18.060667
2021-09-10,18.244665
2021-09-11,17.946667
2021-09-12,18.006
2021-09-13,16.762
2021-09-14,15.0426655
2021-09-15,15.413333
2021-09-16,15.936666
2021-09-17,15.492666
2021-09-18,11.732667
2021-09-19,9.35
2021-09-20,9.684001
2021-09-21,8.638667
2021-09-22,10.357333
2021-09-23,12.019333
2021-09-24,13.235999
2021-09-25,14.750667
2021-09-26,14.419999
2021-09-27,13.108
2021-09-28,12.3880005
2021-09-29,12.106668
2021-09-30,11.595334
2021-10-01,10.198667
2021-10-02,11.783334
2021-10-03,14.018666
2021-10-04,14.379333
2021-10-05,14.691333
2021-10-06,14.242001
2021-10-07,11.986667
2021-10-08,8.05
2021-10-09,6.995333
2021-10-10,6.954
2021-10-11,6.413333
2021-10-12,8.133333
2021-10-13,6.6326666
2021-10-14,6.198
2021-10-15,10.847333
2021-10-16,8.900666
2021-10-17,8.303333
2021-10-18,7.6926665
2021-10-19,8.07
2021-10-20,13.895334
2021-10-21,13.308666
2021-10-22,8.198667
2021-10-23,6.4466662
2021-10-24,4.9693327
2021-10-25,6.6933336
2021-10-26,6.964
2021-10-27,9.874
2021-10-28,11.389333
2021-10-29,9.7
2021-10-30,9.964666
2021-10-31,11.53
2021-11-01,9.639332
2021-11-02,6.778666
2021-11-03,7.796
2021-11-04,7.587333
2021-11-05,8.179333
2021-11-06,7.836667
2021-11-07,7.693333
2021-11-08,6.1926665
2021-11-09,2.8853333
2021-11-10,6.1119995
2021-11-11,4.867333
2021-11-12,6.198
2021-11-13,4.8659997
2021-11-14,5.4719996
2021-11-15,4.5739994
2021-11-16,4.2786665
2021-11-17,4.0220003
2021-11-18,5.9960003
2021-11-19,9.531333
2021-11-20,9.945333
2021-11-21,7.489333
2021-11-22,3.283333
2021-11-23,2.4593332
2021-11-24,4.504
2021-11-25,4.708667
2021-11-26,3.656
2021-11-27,1.392
2021-11-28,1.3006666
2021-11-29,1.1126667
2021-11-30,0.5186666
2021-12-01,0.08133333
2021-12-02,3.9933333
2021-12-03,0.13133332
2021-12-04,0.4
2021-12-05,-0.28133333
2021-12-06,-1.8433331
2021-12-07,-5.2399993
2021-12-08,-6.515333
2021-12-09,-4.129333
2021-12-10,-0.46266666
2021-12-11,-1.1373333
2021-12-12,-2.7913334
2021-12-13,-1.3033333
2021-12-14,0.788
2021-12-15,3.7280002
2021-12-16,6.192
2021-12-17,3.9353333
2021-12-18,3.1553333
2021-12-19,2.8366666
2021-12-20,-1.0146667
2021-12-21,-4.193333
2021-12-22,-3.9879997
2021-12-23,-3.3619998
2021-12-24,-1.4566667
2021-12-25,-4.560667
2021-12-26,-6.351333
2021-12-27,-8.366666
2021-12-28,-6.3566666
2021-12-29,-3.3933334
2021-12-30,0.474
2021-12-31,6.6066666
