time,SI044
2021-04-22,7.54
2021-04-23,9.21
2021-04-24,9.65
2021-04-25,8.599999
2021-04-26,7.7
2021-04-27,8.71
2021-04-28,8.24
2021-04-29,6.45
2021-04-30,7.19
2021-05-01,6.3199997
2021-05-02,6.96
2021-05-03,8.79
2021-05-04,8.25
2021-05-05,5.85
2021-05-06,6.12
2021-05-07,6.92
2021-05-08,9.3
2021-05-09,12.48
2021-05-10,12.23
2021-05-11,10.67
2021-05-12,9.98
2021-05-13,11.13
2021-05-14,10.49
2021-05-15,10.929999
2021-05-16,10.75
2021-05-17,11.33
2021-05-18,11.07
2021-05-19,10.7699995
2021-05-20,9.95
2021-05-21,10.91
2021-05-22,9.95
2021-05-23,8.95
2021-05-24,9.969999
2021-05-25,11.2699995
2021-05-26,10.5
2021-05-27,11.36
2021-05-28,12.67
2021-05-29,14.82
2021-05-30,13.84
2021-05-31,14.4
2021-06-01,17.24
2021-06-02,17.46
2021-06-03,15.88
2021-06-04,13.48
2021-06-05,14.79
2021-06-06,15.639999
2021-06-07,14.99
2021-06-08,14.91
2021-06-09,16.47
2021-06-10,18.15
2021-06-11,17.21
2021-06-12,15.44
2021-06-13,17.65
2021-06-14,16.97
2021-06-15,14.42
2021-06-16,17.15
2021-06-17,15.549999
2021-06-18,14.24
2021-06-19,13.94
2021-06-20,13.969999
2021-06-21,13.58
2021-06-22,12.73
2021-06-23,13.13
2021-06-24,16.47
2021-06-25,13.29
2021-06-26,14.11
2021-06-27,15.639999
2021-06-28,15.42
2021-06-29,17.15
2021-06-30,14.839999
2021-07-01,15.17
2021-07-02,17.039999
2021-07-03,17.49
2021-07-04,17.49
2021-07-05,15.839999
2021-07-06,14.74
2021-07-07,17.42
2021-07-08,16.92
2021-07-09,16.48
2021-07-10,16.99
2021-07-11,16.38
2021-07-12,17.27
2021-07-13,18.07
2021-07-14,17.21
2021-07-15,17.96
2021-07-16,18.9
2021-07-17,20.609999
2021-07-18,21.369999
2021-07-19,21.25
2021-07-20,21.5
2021-07-21,20.8
2021-07-22,21.56
2021-07-23,19.42
2021-07-24,18.18
2021-07-25,17.57
2021-07-26,18.83
2021-07-27,18.69
2021-07-28,17.13
2021-07-29,16.27
2021-07-30,15.599999
2021-07-31,16.48
2021-08-01,15.679999
2021-08-02,14.86
2021-08-03,14.98
2021-08-04,16.199999
2021-08-05,16.02
2021-08-06,17.13
2021-08-07,16.39
2021-08-08,16.66
2021-08-09,15.88
2021-08-10,16.97
2021-08-11,16.47
2021-08-12,15.57
2021-08-13,16.85
2021-08-14,16.58
2021-08-15,16.21
2021-08-16,14.75
2021-08-17,15.0
2021-08-18,16.77
2021-08-19,16.24
2021-08-20,16.98
2021-08-21,17.25
2021-08-22,17.16
2021-08-23,16.72
2021-08-24,16.47
2021-08-25,16.41
2021-08-26,16.25
2021-08-27,14.5
2021-08-28,15.21
2021-08-29,14.969999
2021-08-30,15.74
2021-08-31,14.759999
2021-09-01,14.75
2021-09-02,15.54
2021-09-03,14.849999
2021-09-04,15.92
2021-09-05,17.109999
2021-09-06,19.119999
2021-09-07,20.46
2021-09-08,20.21
2021-09-09,18.449999
2021-09-10,18.17
2021-09-11,17.539999
2021-09-12,14.29
2021-09-13,15.0
2021-09-14,16.14
2021-09-15,15.17
2021-09-16,15.42
2021-09-17,16.21
2021-09-18,16.56
2021-09-19,16.31
2021-09-20,13.57
2021-09-21,15.33
2021-09-22,15.33
2021-09-23,16.17
2021-09-24,16.65
2021-09-25,17.859999
2021-09-26,16.82
2021-09-27,13.7
2021-09-28,13.0
2021-09-29,11.099999
2021-09-30,12.62
2021-10-01,13.549999
2021-10-02,10.719999
2021-10-03,10.9
2021-10-04,12.639999
2021-10-05,11.849999
2021-10-06,12.41
2021-10-07,15.94
2021-10-08,15.73
2021-10-09,14.799999
2021-10-10,13.16
2021-10-11,11.79
2021-10-12,11.889999
2021-10-13,13.24
2021-10-14,12.63
2021-10-15,10.9
2021-10-16,10.69
2021-10-17,13.259999
2021-10-18,13.5
2021-10-19,15.87
2021-10-20,12.139999
2021-10-21,8.38
2021-10-22,10.3
2021-10-23,10.5
2021-10-24,12.82
2021-10-25,12.66
2021-10-26,11.559999
2021-10-27,15.219999
2021-10-28,14.2
2021-10-29,11.7699995
2021-10-30,9.7
2021-10-31,9.5199995
2021-11-01,9.69
2021-11-02,7.44
2021-11-03,6.69
2021-11-04,7.0499997
2021-11-05,7.24
2021-11-06,11.3
2021-11-07,10.29
2021-11-08,8.82
2021-11-09,12.5
2021-11-10,10.59
2021-11-11,9.469999
2021-11-12,11.57
2021-11-13,11.349999
2021-11-14,9.469999
2021-11-15,8.63
2021-11-16,9.82
2021-11-17,9.07
2021-11-18,10.8
2021-11-19,11.58
2021-11-20,10.63
2021-11-21,6.39
2021-11-22,4.65
2021-11-23,5.93
2021-11-24,5.98
2021-11-25,4.2
2021-11-26,5.52
2021-11-27,3.6799998
2021-11-28,1.8
2021-11-29,2.27
2021-11-30,8.05
2021-12-01,7.85
2021-12-02,2.9399998
2021-12-03,5.47
2021-12-04,5.72
2021-12-05,5.24
2021-12-06,3.62
2021-12-07,3.74
2021-12-08,5.5699997
2021-12-09,6.52
2021-12-10,5.14
2021-12-11,6.17
2021-12-12,10.79
2021-12-13,8.51
2021-12-14,8.559999
2021-12-15,10.04
2021-12-16,8.61
2021-12-17,7.17
2021-12-18,5.46
2021-12-19,4.39
2021-12-20,5.39
2021-12-21,3.81
2021-12-22,1.5799999
2021-12-23,6.81
2021-12-24,6.5699997
2021-12-25,6.0699997
2021-12-26,5.8799996
2021-12-27,6.97
2021-12-28,7.45
2021-12-29,7.14
2021-12-30,11.309999
2021-12-31,11.07
