time,DEA1A
2021-07-19,17.68
2021-07-20,16.823332
2021-07-21,17.473333
2021-07-22,19.019999
2021-07-23,20.196665
2021-07-24,22.736666
2021-07-25,23.016668
2021-07-26,22.186666
2021-07-27,21.806665
2021-07-28,19.876665
2021-07-29,20.519999
2021-07-30,19.723333
2021-07-31,20.523333
2021-08-01,16.67
2021-08-02,17.286667
2021-08-03,17.136665
2021-08-04,17.153334
2021-08-05,17.086668
2021-08-06,18.106667
2021-08-07,19.216667
2021-08-08,19.136665
2021-08-09,18.08
2021-08-10,17.186666
2021-08-11,17.846666
2021-08-12,19.109999
2021-08-13,22.9
2021-08-14,22.283333
2021-08-15,20.206665
2021-08-16,18.44
2021-08-17,15.253333
2021-08-18,16.51
2021-08-19,18.099998
2021-08-20,17.843332
2021-08-21,18.016666
2021-08-22,18.636667
2021-08-23,14.863334
2021-08-24,15.503333
2021-08-25,15.026668
2021-08-26,14.073333
2021-08-27,12.926666
2021-08-28,14.299999
2021-08-29,14.793332
2021-08-30,15.206666
2021-08-31,15.316667
2021-09-01,14.953334
2021-09-02,15.5199995
2021-09-03,15.81
2021-09-04,12.973332
2021-09-05,14.496666
2021-09-06,16.173334
2021-09-07,17.08
2021-09-08,17.043333
2021-09-09,18.8
2021-09-10,20.663332
2021-09-11,19.083334
2021-09-12,17.916666
2021-09-13,16.393333
2021-09-14,16.766665
2021-09-15,18.279999
2021-09-16,17.506666
2021-09-17,14.813333
2021-09-18,13.48
2021-09-19,12.139999
2021-09-20,11.599999
2021-09-21,12.32
2021-09-22,12.97
2021-09-23,15.443333
2021-09-24,15.293334
2021-09-25,17.696667
2021-09-26,17.866667
2021-09-27,17.416666
2021-09-28,14.453334
2021-09-29,14.13
2021-09-30,10.646667
2021-10-01,11.316667
2021-10-02,14.326667
2021-10-03,17.496666
2021-10-04,14.356667
2021-10-05,12.803333
2021-10-06,12.093333
2021-10-07,10.169999
2021-10-08,10.956668
2021-10-09,7.3699994
2021-10-10,5.03
2021-10-11,6.6966667
2021-10-12,7.6166663
2021-10-13,5.733333
2021-10-14,10.106667
2021-10-15,10.406667
2021-10-16,7.66
2021-10-17,9.646667
2021-10-18,10.28
2021-10-19,12.496666
2021-10-20,16.666666
2021-10-21,13.473332
2021-10-22,7.7599998
2021-10-23,6.896666
2021-10-24,5.36
2021-10-25,6.443333
2021-10-26,9.22
2021-10-27,10.716667
2021-10-28,9.119999
2021-10-29,8.296666
2021-10-30,9.64
2021-10-31,12.38
2021-11-01,9.7
2021-11-02,8.406667
2021-11-03,7.283333
2021-11-04,6.6299996
2021-11-05,7.4499993
2021-11-06,7.723333
2021-11-07,7.66
2021-11-08,7.886667
2021-11-09,7.066667
2021-11-10,2.9499998
2021-11-11,1.8266665
2021-11-12,1.8399998
2021-11-13,4.543333
2021-11-14,5.9166665
2021-11-15,5.103333
2021-11-16,6.02
2021-11-17,5.483333
2021-11-18,7.59
2021-11-19,10.169999
2021-11-20,10.126666
2021-11-21,7.373333
2021-11-22,3.36
2021-11-23,2.8966665
2021-11-24,5.6966667
2021-11-25,2.1033332
2021-11-26,2.8833332
2021-11-27,1.6266667
2021-11-28,-0.49
2021-11-29,1.3566666
2021-11-30,3.1933334
2021-12-01,6.273333
2021-12-02,2.7533333
2021-12-03,0.13333334
2021-12-04,1.14
2021-12-05,2.8966665
2021-12-06,-0.29999998
2021-12-07,-0.41333333
2021-12-08,-0.21999998
2021-12-09,-0.34333333
2021-12-10,-0.8666666
2021-12-11,-4.0733333
2021-12-12,0.64
2021-12-13,6.3199997
2021-12-14,6.366667
2021-12-15,7.27
2021-12-16,6.6733327
2021-12-17,5.0733333
2021-12-18,5.613333
2021-12-19,6.1299996
2021-12-20,0.42666665
2021-12-21,-0.030000001
2021-12-22,-1.6066666
2021-12-23,-0.83
2021-12-24,4.5466666
2021-12-25,-5.8799996
2021-12-26,-7.5099998
2021-12-27,-1.09
2021-12-28,1.9
2021-12-29,5.0499997
2021-12-30,10.153333
2021-12-31,13.329999
