time,FRD13
2021-08-26,15.66
2021-08-27,15.24
2021-08-28,15.03
2021-08-29,15.92
2021-08-30,16.24
2021-08-31,16.89
2021-09-01,17.72
2021-09-02,17.31
2021-09-03,16.88
2021-09-04,17.869999
2021-09-05,17.49
2021-09-06,16.48
2021-09-07,16.32
2021-09-08,17.779999
2021-09-09,18.32
2021-09-10,17.949999
2021-09-11,18.46
2021-09-12,20.359999
2021-09-13,20.55
2021-09-14,20.88
2021-09-15,21.83
2021-09-16,23.609999
2021-09-17,20.4
2021-09-18,16.39
2021-09-19,15.17
2021-09-20,12.23
2021-09-21,12.33
2021-09-22,12.059999
2021-09-23,13.049999
2021-09-24,16.3
2021-09-25,17.57
2021-09-26,18.46
2021-09-27,17.74
2021-09-28,18.6
2021-09-29,15.349999
2021-09-30,14.96
2021-10-01,13.03
2021-10-02,14.12
2021-10-03,15.549999
2021-10-04,17.31
2021-10-05,18.619999
2021-10-06,14.759999
2021-10-07,13.4
2021-10-08,12.0199995
2021-10-09,8.87
2021-10-10,7.54
2021-10-11,9.88
2021-10-12,9.639999
2021-10-13,8.13
2021-10-14,7.43
2021-10-15,8.65
2021-10-16,9.71
2021-10-17,8.3
2021-10-18,8.84
2021-10-19,9.84
2021-10-20,12.55
2021-10-21,14.41
2021-10-22,12.34
2021-10-23,9.33
2021-10-24,6.3999996
2021-10-25,7.0899997
2021-10-26,6.8199997
2021-10-27,7.43
2021-10-28,7.1299996
2021-10-29,8.61
2021-10-30,9.48
2021-10-31,9.389999
2021-11-01,9.059999
2021-11-02,8.11
2021-11-03,8.24
2021-11-04,14.009999
2021-11-05,8.349999
2021-11-06,6.98
2021-11-07,8.09
2021-11-08,7.71
2021-11-09,6.7799997
2021-11-10,5.5899997
2021-11-11,5.12
2021-11-12,3.49
2021-11-13,2.61
2021-11-14,5.72
2021-11-15,5.93
2021-11-16,6.15
2021-11-17,4.7999997
2021-11-18,6.5099998
2021-11-19,7.23
2021-11-20,9.04
2021-11-21,5.65
2021-11-22,5.0299997
2021-11-23,4.2999997
2021-11-24,1.43
2021-11-25,1.55
2021-11-26,3.48
2021-11-27,2.83
2021-11-28,6.14
2021-11-29,3.08
2021-11-30,1.89
2021-12-01,4.71
2021-12-02,7.29
2021-12-03,3.81
2021-12-04,-1.0
2021-12-05,1.5
2021-12-06,2.96
2021-12-07,0.95
2021-12-08,-0.31
2021-12-09,0.63
2021-12-10,0.78
2021-12-11,1.49
2021-12-12,0.59
2021-12-13,0.5
2021-12-14,0.45999998
2021-12-15,2.06
2021-12-16,3.25
2021-12-17,4.42
2021-12-18,2.83
2021-12-19,3.3799999
2021-12-20,2.06
2021-12-21,-1.11
2021-12-22,-2.77
2021-12-23,-3.6399999
2021-12-24,3.05
2021-12-25,4.25
2021-12-26,-0.78999996
2021-12-27,-1.61
2021-12-28,-0.87
2021-12-29,1.23
2021-12-30,3.73
2021-12-31,7.6699996
