time,AL011
2021-10-31,13.009999
2021-11-01,10.5
2021-11-02,7.31
2021-11-03,7.41
2021-11-04,7.5099998
2021-11-05,7.46
2021-11-06,5.5299997
2021-11-07,6.46
2021-11-08,6.2
2021-11-09,5.0899997
2021-11-10,2.1399999
2021-11-11,1.43
2021-11-12,1.6999999
2021-11-13,5.17
2021-11-14,8.54
2021-11-15,7.98
2021-11-16,6.64
2021-11-17,6.58
2021-11-18,6.12
2021-11-19,6.97
2021-11-20,7.72
2021-11-21,5.6299996
2021-11-22,5.2799997
2021-11-23,1.55
2021-11-24,3.3799999
2021-11-25,1.9
2021-11-26,2.76
2021-11-27,3.06
2021-11-28,2.2
2021-11-29,2.22
2021-11-30,4.48
2021-12-01,7.0099998
2021-12-02,3.9499998
2021-12-03,1.42
2021-12-04,3.81
2021-12-05,3.9099998
2021-12-06,2.3799999
2021-12-07,3.97
2021-12-08,3.87
2021-12-09,3.25
2021-12-10,1.62
2021-12-11,3.27
2021-12-12,3.53
2021-12-13,6.58
2021-12-14,6.41
2021-12-15,5.8399997
2021-12-16,6.7999997
2021-12-17,6.08
2021-12-18,3.59
2021-12-19,5.06
2021-12-20,3.08
2021-12-21,-1.6999999
2021-12-22,-3.84
2021-12-23,0.32
2021-12-24,7.89
2021-12-25,4.04
2021-12-26,1.73
2021-12-27,5.43
2021-12-28,8.92
2021-12-29,9.67
2021-12-30,13.41
2021-12-31,11.67
