time,DE40F
2021-04-23,13.79
2021-04-24,15.6
2021-04-25,16.29
2021-04-26,13.974999
2021-04-27,12.94
2021-04-28,14.04
2021-04-29,13.869999
2021-04-30,14.73
2021-05-01,14.055
2021-05-02,15.055
2021-05-03,13.17
2021-05-04,13.48
2021-05-05,14.695
2021-05-06,12.615
2021-05-07,16.77
2021-05-08,15.615
2021-05-09,15.824999
2021-05-10,16.635
2021-05-11,13.619999
2021-05-12,15.715
2021-05-13,15.625
2021-05-14,13.28
2021-05-15,11.914999
2021-05-16,13.7
2021-05-17,16.305
2021-05-18,14.945
2021-05-19,15.459999
2021-05-20,15.134999
2021-05-21,15.67
2021-05-22,15.58
2021-05-23,18.27
2021-05-24,13.924999
2021-05-25,16.23
2021-05-26,15.285
2021-05-27,17.529999
2021-05-28,18.175
2021-05-29,19.845
2021-05-30,18.83
2021-05-31,19.39
2021-06-01,19.025
2021-06-02,19.175
2021-06-03,21.119999
2021-06-04,22.015
2021-06-05,21.15
2021-06-06,19.86
2021-06-07,20.195
2021-06-08,21.29
2021-06-09,21.3
2021-06-10,21.744999
2021-06-11,22.82
2021-06-12,22.585
2021-06-13,25.985
2021-06-14,25.145
2021-06-15,24.864998
2021-06-16,24.5
2021-06-17,25.574999
2021-06-18,25.189999
2021-06-19,24.134998
2021-06-20,24.215
2021-06-21,24.595
2021-06-22,23.355
2021-06-23,22.105
2021-06-24,22.0
2021-06-25,20.515
2021-06-26,22.625
2021-06-27,24.189999
2021-06-28,26.07
2021-06-29,23.824999
2021-06-30,22.445
2021-07-01,22.09
2021-07-02,23.72
2021-07-03,23.779999
2021-07-04,20.585
2021-07-05,22.345
2021-07-06,24.595
2021-07-07,24.634998
2021-07-08,22.855
2021-07-09,21.25
2021-07-10,22.66
2021-07-11,23.265
2021-07-12,23.595
2021-07-13,23.535
2021-07-14,19.84
2021-07-15,20.525
2021-07-16,21.625
2021-07-17,24.215
2021-07-18,25.98
2021-07-19,26.029999
2021-07-20,26.099998
2021-07-21,25.615
2021-07-22,26.380001
2021-07-23,25.485
2021-07-24,26.18
2021-07-25,24.57
2021-07-26,23.05
2021-07-27,22.859999
2021-07-28,23.105
2021-07-29,24.345
2021-07-30,24.525
2021-07-31,24.669998
2021-08-01,21.689999
2021-08-02,21.009998
2021-08-03,20.619999
2021-08-04,20.01
2021-08-05,21.645
2021-08-06,23.3
2021-08-07,23.079998
2021-08-08,23.34
2021-08-09,23.01
2021-08-10,24.22
2021-08-11,25.91
2021-08-12,26.689999
2021-08-13,26.93
2021-08-14,27.779999
2021-08-15,27.93
2021-08-16,25.17
2021-08-17,23.71
2021-08-18,21.955
2021-08-19,22.735
2021-08-20,23.455
2021-08-21,24.439999
2021-08-22,24.38
2021-08-23,22.875
2021-08-24,22.079998
2021-08-25,21.404999
2021-08-26,22.125
2021-08-27,19.855
2021-08-28,19.47
2021-08-29,19.39
2021-08-30,20.05
2021-08-31,19.665
2021-09-01,20.545
2021-09-02,21.195
2021-09-03,21.055
2021-09-04,21.25
2021-09-05,22.115
2021-09-06,21.485
2021-09-07,21.619999
2021-09-08,21.529999
2021-09-09,21.23
2021-09-10,20.805
2021-09-11,22.005001
2021-09-12,21.77
2021-09-13,22.564999
2021-09-14,22.285
2021-09-15,21.625
2021-09-16,21.005
2021-09-17,20.865
2021-09-18,21.195
2021-09-19,17.445
2021-09-20,16.845
2021-09-21,17.715
2021-09-22,18.0
2021-09-23,18.435
2021-09-24,18.664999
2021-09-25,20.09
2021-09-26,17.57
2021-09-27,18.035
2021-09-28,18.56
2021-09-29,18.829998
2021-09-30,17.715
2021-10-01,16.95
2021-10-02,17.305
2021-10-03,17.56
2021-10-04,16.76
2021-10-05,15.67
2021-10-06,14.615
2021-10-07,15.285
2021-10-08,14.629999
2021-10-09,14.445
2021-10-10,12.875
2021-10-11,12.309999
2021-10-12,12.584999
2021-10-13,12.7
2021-10-14,10.494999
2021-10-15,10.84
2021-10-16,12.03
2021-10-17,12.225
2021-10-18,13.004999
2021-10-19,13.73
2021-10-20,14.535
2021-10-21,14.61
2021-10-22,12.895
2021-10-23,12.61
2021-10-24,12.025
2021-10-25,11.110001
2021-10-26,11.025
2021-10-27,11.594999
2021-10-28,11.385
2021-10-29,11.45
2021-10-30,10.889999
2021-10-31,11.985
2021-11-01,10.575
2021-11-02,9.475
2021-11-03,8.764999
2021-11-04,10.855
2021-11-05,7.9449997
2021-11-06,7.5699997
2021-11-07,7.7799997
2021-11-08,6.245
2021-11-09,8.08
2021-11-10,11.155
2021-11-11,12.955
2021-11-12,10.885
2021-11-13,9.809999
2021-11-14,10.15
2021-11-15,10.13
2021-11-16,11.0199995
2021-11-17,10.04
2021-11-18,9.955
2021-11-19,9.415
2021-11-20,6.895
2021-11-21,5.365
2021-11-22,7.0099998
2021-11-23,9.115
2021-11-24,5.88
2021-11-25,4.505
2021-11-26,6.58
2021-11-27,5.2749996
2021-11-28,5.255
2021-11-29,4.015
2021-11-30,3.485
2021-12-01,3.725
2021-12-02,4.8450003
2021-12-03,5.1549997
2021-12-04,2.565
2021-12-05,3.1149998
2021-12-06,2.565
2021-12-07,3.335
2021-12-08,1.54
2021-12-09,3.8449998
2021-12-10,-0.26500002
2021-12-11,4.3599997
2021-12-12,4.225
2021-12-13,4.765
2021-12-14,4.08
2021-12-15,4.415
2021-12-16,3.03
2021-12-17,3.0249999
2021-12-18,2.29
2021-12-19,1.805
2021-12-20,4.135
2021-12-21,3.6899998
2021-12-22,4.64
2021-12-23,1.96
2021-12-24,2.705
2021-12-25,3.36
2021-12-26,3.86
2021-12-27,3.7399998
2021-12-28,6.465
2021-12-29,6.83
2021-12-30,4.24
2021-12-31,4.955
