time,ITG16
2021-10-24,11.809999
2021-10-25,11.559999
2021-10-26,11.01
2021-10-27,14.839999
2021-10-28,14.28
2021-10-29,12.809999
2021-10-30,10.32
2021-10-31,8.96
2021-11-01,9.29
2021-11-02,7.2599998
2021-11-03,6.47
2021-11-04,6.94
2021-11-05,6.54
2021-11-06,10.059999
2021-11-07,10.07
2021-11-08,7.81
2021-11-09,11.66
2021-11-10,10.83
2021-11-11,9.75
2021-11-12,10.74
2021-11-13,11.679999
2021-11-14,10.469999
2021-11-15,9.22
2021-11-16,8.86
2021-11-17,9.0199995
2021-11-18,10.15
2021-11-19,11.8
2021-11-20,10.08
2021-11-21,6.0099998
2021-11-22,5.44
2021-11-23,5.25
2021-11-24,6.62
2021-11-25,3.75
2021-11-26,4.71
2021-11-27,2.6699998
2021-11-28,0.53999996
2021-11-29,-0.07
2021-11-30,7.1099997
2021-12-01,7.52
2021-12-02,2.58
2021-12-03,3.76
2021-12-04,5.5299997
2021-12-05,4.81
2021-12-06,2.3799999
2021-12-07,3.0
2021-12-08,4.98
2021-12-09,5.2
2021-12-10,4.97
2021-12-11,4.16
2021-12-12,10.179999
2021-12-13,10.01
2021-12-14,8.59
2021-12-15,9.8
2021-12-16,7.16
2021-12-17,4.97
2021-12-18,5.06
2021-12-19,2.57
2021-12-20,4.52
2021-12-21,3.37
2021-12-22,0.64
2021-12-23,5.48
2021-12-24,5.85
2021-12-25,4.3199997
2021-12-26,3.53
2021-12-27,6.06
2021-12-28,7.94
2021-12-29,7.99
2021-12-30,11.23
2021-12-31,13.38
