time,DE21K
2021-05-30,11.9825
2021-05-31,14.2325
2021-06-01,14.91
2021-06-02,16.095001
2021-06-03,19.4875
2021-06-04,18.8525
2021-06-05,19.325
2021-06-06,17.769999
2021-06-07,18.2375
2021-06-08,17.6375
2021-06-09,18.065
2021-06-10,18.41
2021-06-11,19.3
2021-06-12,16.43
2021-06-13,15.122499
2021-06-14,18.752499
2021-06-15,16.199999
2021-06-16,19.0425
2021-06-17,25.267498
2021-06-18,25.505
2021-06-19,24.815
2021-06-20,22.289999
2021-06-21,17.4625
2021-06-22,15.372499
2021-06-23,16.197498
2021-06-24,16.7975
2021-06-25,16.695
2021-06-26,17.6525
2021-06-27,18.825
2021-06-28,21.4475
2021-06-29,20.4025
2021-06-30,18.615
2021-07-01,17.525
2021-07-02,18.375
2021-07-03,17.024998
2021-07-04,19.4125
2021-07-05,18.26
2021-07-06,20.227499
2021-07-07,19.677498
2021-07-08,19.984999
2021-07-09,17.725
2021-07-10,18.3625
2021-07-11,20.025
2021-07-12,21.8775
2021-07-13,21.922499
2021-07-14,22.5075
2021-07-15,21.9025
2021-07-16,22.952501
2021-07-17,22.0425
2021-07-18,19.759998
2021-07-19,16.3675
2021-07-20,17.5175
2021-07-21,17.779999
2021-07-22,16.8825
2021-07-23,16.4025
2021-07-24,21.4225
2021-07-25,21.34
2021-07-26,21.515
2021-07-27,20.894999
2021-07-28,19.689999
2021-07-29,17.664999
2021-07-30,18.572498
2021-07-31,16.8475
2021-08-01,16.4725
2021-08-02,15.8075
2021-08-03,16.275
2021-08-04,16.905
2021-08-05,18.91
2021-08-06,19.0425
2021-08-07,17.665
2021-08-08,16.63
2021-08-09,16.839998
2021-08-10,15.497499
2021-08-11,17.075
2021-08-12,19.9375
2021-08-13,20.955
2021-08-14,18.012499
2021-08-15,18.189999
2021-08-16,15.3025
2021-08-17,15.044999
2021-08-18,15.6325
2021-08-19,16.6175
2021-08-20,15.602499
2021-08-21,16.364998
2021-08-22,15.92
2021-08-23,17.057499
2021-08-24,15.23
2021-08-25,14.684999
2021-08-26,14.4725
2021-08-27,15.0975
2021-08-28,14.9275
2021-08-29,15.705
2021-08-30,16.217499
2021-08-31,16.61
2021-09-01,16.7075
2021-09-02,15.245
2021-09-03,15.687499
2021-09-04,14.824999
2021-09-05,14.8225
2021-09-06,15.0475
2021-09-07,15.975
2021-09-08,17.23
2021-09-09,18.4575
2021-09-10,18.1425
2021-09-11,18.4925
2021-09-12,17.81
2021-09-13,14.657499
2021-09-14,15.0975
2021-09-15,15.98
2021-09-16,16.1575
2021-09-17,13.48
2021-09-18,14.487499
2021-09-19,12.990001
2021-09-20,11.922499
2021-09-21,12.162498
2021-09-22,14.35
2021-09-23,13.825
2021-09-24,14.609999
2021-09-25,16.6175
2021-09-26,18.099998
2021-09-27,17.497501
2021-09-28,14.18
2021-09-29,11.6925
2021-09-30,11.809999
2021-10-01,13.33
2021-10-02,13.5425
2021-10-03,17.8925
2021-10-04,13.037499
2021-10-05,10.8975
2021-10-06,12.179999
2021-10-07,10.2225
2021-10-08,10.532499
2021-10-09,9.389999
2021-10-10,7.8675
2021-10-11,10.12
2021-10-12,8.622499
2021-10-13,8.355
2021-10-14,11.664999
2021-10-15,11.077499
2021-10-16,9.1875
2021-10-17,9.2825
2021-10-18,10.8175
2021-10-19,12.555
2021-10-20,15.509999
2021-10-21,10.244999
2021-10-22,6.9975
2021-10-23,8.202499
2021-10-24,7.9174995
2021-10-25,7.96
2021-10-26,11.2775
2021-10-27,13.17
2021-10-28,12.28
2021-10-29,10.0975
2021-10-30,10.4925
2021-10-31,12.754999
2021-11-01,11.065
2021-11-02,8.4775
2021-11-03,7.3749995
2021-11-04,7.7349997
2021-11-05,8.6325
2021-11-06,9.0625
2021-11-07,8.71
2021-11-08,8.754999
2021-11-09,8.532499
2021-11-10,7.2699995
2021-11-11,9.0625
2021-11-12,7.8599997
2021-11-13,5.5924997
2021-11-14,7.4100003
2021-11-15,6.2425003
2021-11-16,4.8549995
2021-11-17,5.26
2021-11-18,8.3324995
2021-11-19,11.8575
2021-11-20,10.502501
2021-11-21,7.7749996
2021-11-22,3.7375
2021-11-23,7.0575
2021-11-24,6.6824994
2021-11-25,5.095
2021-11-26,3.4650002
2021-11-27,2.355
2021-11-28,2.0149999
2021-11-29,1.9724998
2021-11-30,3.6425
2021-12-01,4.99
2021-12-02,0.4825
2021-12-03,1.38
2021-12-04,3.28
2021-12-05,1.11
2021-12-06,0.92
2021-12-07,0.18999998
2021-12-08,0.9499999
2021-12-09,-0.4425
2021-12-10,0.65999997
2021-12-11,1.9575
2021-12-12,3.8525002
2021-12-13,8.3375
2021-12-14,7.3025002
2021-12-15,8.924999
2021-12-16,7.3525
2021-12-17,5.4625
2021-12-18,6.4849997
2021-12-19,5.9275
2021-12-20,1.7574999
2021-12-21,-0.81
2021-12-22,-2.775
2021-12-23,-1.635
2021-12-24,-0.41
2021-12-25,-6.33
2021-12-26,-7.3149996
2021-12-27,-3.8874998
2021-12-28,0.35000002
2021-12-29,1.5174999
2021-12-30,7.7875
2021-12-31,11.414999
