time,FRB01
2021-12-02,8.951667
2021-12-03,5.6766667
2021-12-04,4.113333
2021-12-05,6.646666
2021-12-06,4.93
2021-12-07,3.3949997
2021-12-08,3.4999998
2021-12-09,4.6766663
2021-12-10,3.9316666
2021-12-11,5.066667
2021-12-12,4.558333
2021-12-13,6.778333
2021-12-14,6.6949997
2021-12-15,7.2999997
2021-12-16,6.621666
2021-12-17,7.623333
2021-12-18,4.82
2021-12-19,4.875
2021-12-20,6.3916664
2021-12-21,2.6566665
2021-12-22,4.5566664
2021-12-23,4.818333
2021-12-24,7.138334
2021-12-25,9.195
2021-12-26,8.333333
2021-12-27,7.846667
2021-12-28,8.148333
2021-12-29,8.573333
2021-12-30,8.968333
2021-12-31,8.965
