time,NO081
2021-08-22,19.234999
2021-08-23,16.393333
2021-08-24,16.539165
2021-08-25,19.933332
2021-08-26,21.995
2021-08-27,19.595833
2021-08-28,19.133333
2021-08-29,18.834167
2021-08-30,21.311666
2021-08-31,19.968332
2021-09-01,16.491667
2021-09-02,11.153333
2021-09-03,12.125
2021-09-04,10.73
2021-09-05,12.020833
2021-09-06,11.640832
2021-09-07,12.215832
2021-09-08,10.586665
2021-09-09,12.269166
2021-09-10,15.093333
2021-09-11,14.560833
2021-09-12,15.271667
2021-09-13,16.691666
2021-09-14,17.606665
2021-09-15,16.639997
2021-09-16,16.769999
2021-09-17,13.079166
2021-09-18,14.979168
2021-09-19,16.316664
2021-09-20,15.713334
2021-09-21,12.989999
2021-09-22,9.399167
2021-09-23,10.159165
2021-09-24,9.605
2021-09-25,10.3475
2021-09-26,10.12
2021-09-27,11.7375
2021-09-28,10.149166
2021-09-29,10.350834
2021-09-30,8.822499
2021-10-01,5.1716666
2021-10-02,7.164167
2021-10-03,8.676667
2021-10-04,11.559166
2021-10-05,6.168333
2021-10-06,2.7283332
2021-10-07,1.0941666
2021-10-08,1.7024999
2021-10-09,2.3966668
2021-10-10,4.31
2021-10-11,5.340833
2021-10-12,5.2233334
2021-10-13,6.6225
2021-10-14,7.47
2021-10-15,9.099167
2021-10-16,9.356666
2021-10-17,11.580833
2021-10-18,
2021-10-19,7.3766665
2021-10-20,7.075834
2021-10-21,5.1033335
2021-10-22,6.195
2021-10-23,7.1216674
2021-10-24,7.4666667
2021-10-25,7.2275004
2021-10-26,7.89
2021-10-27,5.0341663
2021-10-28,8.025001
2021-10-29,8.856667
2021-10-30,12.628334
2021-10-31,10.3099985
2021-11-01,12.536667
2021-11-02,11.856666
2021-11-03,9.489166
2021-11-04,5.434166
2021-11-05,7.346667
2021-11-06,6.976666
2021-11-07,7.9858336
2021-11-08,6.8925
2021-11-09,5.4691663
2021-11-10,4.6341667
2021-11-11,6.189167
2021-11-12,6.6249995
2021-11-13,8.152499
2021-11-14,2.4325
2021-11-15,3.0325
2021-11-16,5.3283334
2021-11-17,2.0208333
2021-11-18,-1.2216667
2021-11-19,-1.5966667
2021-11-20,5.7641673
2021-11-21,6.2749996
2021-11-22,2.2416666
2021-11-23,-0.51
2021-11-24,2.0199997
2021-11-25,4.1033335
2021-11-26,0.7183334
2021-11-27,-0.5558333
2021-11-28,0.028333306
2021-11-29,1.6974999
2021-11-30,2.9991672
2021-12-01,0.99083334
2021-12-02,-4.863333
2021-12-03,-4.183333
2021-12-04,3.6166666
2021-12-05,5.925833
2021-12-06,4.8141665
2021-12-07,2.8708336
2021-12-08,11.099167
2021-12-09,6.2375007
2021-12-10,6.2141666
2021-12-11,0.22000009
2021-12-12,0.26999995
2021-12-13,2.9775
2021-12-14,0.7633333
2021-12-15,-1.3816665
2021-12-16,1.4625001
2021-12-17,-4.7641664
2021-12-18,-3.1858332
2021-12-19,2.0208333
2021-12-20,-1.8041667
2021-12-21,-3.8491669
2021-12-22,-6.3558335
2021-12-23,-7.560833
2021-12-24,-5.9041667
2021-12-25,-12.279167
2021-12-26,-2.4675
2021-12-27,2.9866667
2021-12-28,5.110833
2021-12-29,0.91166663
2021-12-30,-2.4999998
2021-12-31,-2.3958333
