time,PT184
2021-08-02,22.039999
2021-08-03,20.419998
2021-08-04,19.823332
2021-08-05,21.393333
2021-08-06,23.949999
2021-08-07,24.960001
2021-08-08,
2021-08-09,
2021-08-10,20.84
2021-08-11,20.04
2021-08-12,21.68
2021-08-13,21.126665
2021-08-14,19.273333
2021-08-15,19.356667
2021-08-16,20.493334
2021-08-17,18.006666
2021-08-18,18.826666
2021-08-19,18.846666
2021-08-20,18.423332
2021-08-21,19.516666
2021-08-22,18.98
2021-08-23,15.433333
2021-08-24,16.326666
2021-08-25,21.966665
2021-08-26,22.309998
2021-08-27,
2021-08-28,18.133333
2021-08-29,18.716667
2021-08-30,20.353333
2021-08-31,19.93
2021-09-01,16.679998
2021-09-02,13.223332
2021-09-03,12.836666
2021-09-04,13.546666
2021-09-05,14.29
2021-09-06,
2021-09-07,13.036667
2021-09-08,12.166667
2021-09-09,14.009999
2021-09-10,15.25
2021-09-11,15.933333
2021-09-12,16.673334
2021-09-13,17.063334
2021-09-14,17.52
2021-09-15,16.699999
2021-09-16,16.503332
2021-09-17,13.956666
2021-09-18,16.703333
2021-09-19,
2021-09-20,16.976667
2021-09-21,13.256667
2021-09-22,
2021-09-23,10.273334
2021-09-24,10.2
2021-09-25,11.616666
2021-09-26,11.889999
2021-09-27,13.293332
2021-09-28,12.149999
2021-09-29,11.013333
2021-09-30,10.373333
2021-10-01,8.226666
2021-10-02,9.7699995
2021-10-03,10.353333
2021-10-04,12.813334
2021-10-05,8.613334
2021-10-06,5.18
2021-10-07,3.5766666
2021-10-08,5.2233334
2021-10-09,6.6566663
2021-10-10,6.84
2021-10-11,7.4266663
2021-10-12,8.226666
2021-10-13,8.799999
2021-10-14,8.603333
2021-10-15,10.393333
2021-10-16,10.433333
2021-10-17,12.549999
2021-10-18,
2021-10-19,8.96
2021-10-20,9.88
2021-10-21,
2021-10-22,9.45
2021-10-23,10.03
2021-10-24,10.153333
2021-10-25,
2021-10-26,9.913333
2021-10-27,
2021-10-28,11.73
2021-10-29,13.846667
2021-10-30,16.066666
2021-10-31,12.533333
2021-11-01,14.986667
2021-11-02,
2021-11-03,12.183333
2021-11-04,7.4366665
2021-11-05,11.186666
2021-11-06,10.816666
2021-11-07,10.143333
2021-11-08,10.676666
2021-11-09,9.009999
2021-11-10,5.9900002
2021-11-11,8.67
2021-11-12,9.076667
2021-11-13,11.489999
2021-11-14,7.03
2021-11-15,
2021-11-16,7.353334
2021-11-17,4.633333
2021-11-18,1.2733333
2021-11-19,1.8466667
2021-11-20,8.083333
2021-11-21,8.483333
2021-11-22,7.5766664
2021-11-23,2.36
2021-11-24,3.6833332
2021-11-25,6.14
2021-11-26,2.6499999
2021-11-27,2.5566666
2021-11-28,
2021-11-29,5.043333
2021-11-30,
2021-12-01,3.7966664
2021-12-02,-2.4833333
2021-12-03,-0.57
2021-12-04,7.6166663
2021-12-05,8.966667
2021-12-06,8.413333
2021-12-07,8.72
2021-12-08,13.240001
2021-12-09,8.096666
2021-12-10,10.41
2021-12-11,5.3033333
2021-12-12,6.7566667
2021-12-13,7.77
2021-12-14,5.563333
2021-12-15,2.2466667
2021-12-16,3.256667
2021-12-17,
2021-12-18,-0.0033333302
2021-12-19,3.3666668
2021-12-20,0.93333334
2021-12-21,-1.63
2021-12-22,-4.853333
2021-12-23,
2021-12-24,-1.5500001
2021-12-25,-4.103333
2021-12-26,0.65000004
2021-12-27,6.683333
2021-12-28,5.9266667
2021-12-29,
2021-12-30,2.4533334
2021-12-31,2.9433334
