time,SI042
2021-11-07,10.15
2021-11-08,8.41
2021-11-09,12.639999
2021-11-10,10.58
2021-11-11,9.41
2021-11-12,11.66
2021-11-13,11.429999
2021-11-14,8.73
2021-11-15,8.349999
2021-11-16,9.86
2021-11-17,8.889999
2021-11-18,10.63
2021-11-19,11.24
2021-11-20,10.76
2021-11-21,6.14
2021-11-22,4.41
2021-11-23,5.38
2021-11-24,5.7
2021-11-25,4.08
2021-11-26,5.06
2021-11-27,3.61
2021-11-28,1.51
2021-11-29,1.53
2021-11-30,8.16
2021-12-01,7.72
2021-12-02,2.95
2021-12-03,5.14
2021-12-04,5.87
2021-12-05,5.04
2021-12-06,3.9599998
2021-12-07,3.79
2021-12-08,5.37
2021-12-09,6.3799996
2021-12-10,5.35
2021-12-11,5.45
2021-12-12,10.8
2021-12-13,8.67
2021-12-14,8.63
2021-12-15,10.08
2021-12-16,8.639999
2021-12-17,7.48
2021-12-18,5.2999997
2021-12-19,4.31
2021-12-20,5.19
2021-12-21,3.9199998
2021-12-22,1.66
2021-12-23,6.8599997
2021-12-24,6.69
2021-12-25,6.58
2021-12-26,5.7999997
2021-12-27,7.3599997
2021-12-28,7.8399997
2021-12-29,7.72
2021-12-30,11.53
2021-12-31,11.7699995
