time,FRG01
2021-05-30,12.165
2021-05-31,13.365
2021-06-01,13.907143
2021-06-02,16.371428
2021-06-03,16.159998
2021-06-04,16.923573
2021-06-05,18.274286
2021-06-06,18.152857
2021-06-07,18.431427
2021-06-08,18.67
2021-06-09,18.491428
2021-06-10,18.067142
2021-06-11,19.18857
2021-06-12,18.072857
2021-06-13,14.379999
2021-06-14,15.942143
2021-06-15,18.449999
2021-06-16,17.292856
2021-06-17,21.022856
2021-06-18,24.657139
2021-06-19,26.089998
2021-06-20,26.899286
2021-06-21,27.010714
2021-06-22,22.777143
2021-06-23,19.050714
2021-06-24,18.854284
2021-06-25,18.196428
2021-06-26,18.391428
2021-06-27,18.670713
2021-06-28,20.352856
2021-06-29,21.898571
2021-06-30,21.719284
2021-07-01,18.537142
2021-07-02,18.804285
2021-07-03,18.762142
2021-07-04,20.130001
2021-07-05,21.267855
2021-07-06,21.490713
2021-07-07,21.455715
2021-07-08,18.789997
2021-07-09,20.29857
2021-07-10,19.164286
2021-07-11,19.957855
2021-07-12,21.004286
2021-07-13,22.575714
2021-07-14,24.073572
2021-07-15,23.286427
2021-07-16,23.344286
2021-07-17,23.224285
2021-07-18,21.96786
2021-07-19,18.687143
2021-07-20,17.602858
2021-07-21,17.836428
2021-07-22,18.854284
2021-07-23,19.35857
2021-07-24,20.573568
2021-07-25,21.389286
2021-07-26,22.67571
2021-07-27,23.312857
2021-07-28,21.68643
2021-07-29,20.645712
2021-07-30,18.935
2021-07-31,20.177856
2021-08-01,18.102142
2021-08-02,17.552143
2021-08-03,17.027142
2021-08-04,17.194284
2021-08-05,16.67357
2021-08-06,18.161428
2021-08-07,18.664999
2021-08-08,19.803572
2021-08-09,18.651428
2021-08-10,18.859999
2021-08-11,17.622858
2021-08-12,18.387142
2021-08-13,21.005001
2021-08-14,21.64714
2021-08-15,20.334286
2021-08-16,20.955
2021-08-17,16.521427
2021-08-18,16.287855
2021-08-19,18.085001
2021-08-20,17.65714
2021-08-21,17.27857
2021-08-22,17.085714
2021-08-23,16.402142
2021-08-24,15.239285
2021-08-25,13.757856
2021-08-26,14.550714
2021-08-27,14.060713
2021-08-28,14.31143
2021-08-29,15.287857
2021-08-30,15.472143
2021-08-31,15.99
2021-09-01,15.89857
2021-09-02,16.10857
2021-09-03,15.552142
2021-09-04,13.862856
2021-09-05,14.00643
2021-09-06,14.566429
2021-09-07,16.725714
2021-09-08,16.971428
2021-09-09,18.90357
2021-09-10,19.597857
2021-09-11,18.993572
2021-09-12,18.290714
2021-09-13,17.106428
2021-09-14,15.562142
2021-09-15,17.035715
2021-09-16,18.034286
2021-09-17,15.4821415
2021-09-18,12.819285
2021-09-19,10.9492855
2021-09-20,11.3714285
2021-09-21,10.4257145
2021-09-22,11.852858
2021-09-23,13.532143
2021-09-24,14.590001
2021-09-25,16.097857
2021-09-26,15.900001
2021-09-27,15.935714
2021-09-28,14.560714
2021-09-29,13.445715
2021-09-30,11.860715
2021-10-01,10.975714
2021-10-02,13.531427
2021-10-03,15.38357
2021-10-04,15.399285
2021-10-05,16.699286
2021-10-06,14.702143
2021-10-07,12.514285
2021-10-08,10.067142
2021-10-09,7.6721425
2021-10-10,7.403571
2021-10-11,7.357143
2021-10-12,8.502857
2021-10-13,7.0692854
2021-10-14,7.8650002
2021-10-15,11.474286
2021-10-16,8.912856
2021-10-17,9.0292845
2021-10-18,9.059999
2021-10-19,11.554285
2021-10-20,15.442857
2021-10-21,12.937857
2021-10-22,7.6914287
2021-10-23,7.1342854
2021-10-24,5.9828568
2021-10-25,7.066428
2021-10-26,8.08
2021-10-27,10.789285
2021-10-28,11.57857
2021-10-29,9.318571
2021-10-30,9.571427
2021-10-31,11.819284
2021-11-01,10.279999
2021-11-02,8.331429
2021-11-03,6.782857
2021-11-04,7.4957137
2021-11-05,7.6314282
2021-11-06,7.9535713
2021-11-07,7.536428
2021-11-08,7.348572
2021-11-09,5.5864286
2021-11-10,5.9628572
2021-11-11,4.325
2021-11-12,6.337857
2021-11-13,5.9900002
2021-11-14,4.946429
2021-11-15,4.8250003
2021-11-16,5.2071424
2021-11-17,4.4914284
2021-11-18,6.820714
2021-11-19,10.241429
2021-11-20,10.568571
2021-11-21,7.287857
2021-11-22,3.8564284
2021-11-23,3.1314282
2021-11-24,5.6871424
2021-11-25,4.1521425
2021-11-26,3.2571428
2021-11-27,1.3135713
2021-11-28,0.9857143
2021-11-29,1.0614285
2021-11-30,1.5178572
2021-12-01,1.8585714
2021-12-02,3.1035714
2021-12-03,-0.25928572
2021-12-04,0.097857155
2021-12-05,-0.41785717
2021-12-06,-0.8521429
2021-12-07,-2.4678571
2021-12-08,-3.3057141
2021-12-09,-3.6021426
2021-12-10,-1.1464285
2021-12-11,-3.0778573
2021-12-12,-2.8192856
2021-12-13,0.18642855
2021-12-14,3.2014287
2021-12-15,5.2478566
2021-12-16,6.5899997
2021-12-17,4.5971427
2021-12-18,3.827143
2021-12-19,3.9014285
2021-12-20,0.44357142
2021-12-21,-1.3064287
2021-12-22,-3.635714
2021-12-23,-2.8092856
2021-12-24,-0.65928566
2021-12-25,-6.1885715
2021-12-26,-9.025713
2021-12-27,-9.085714
2021-12-28,-5.281429
2021-12-29,-0.8057143
2021-12-30,2.895
2021-12-31,8.975714
