time,DEA1C
2021-07-01,19.02625
2021-07-02,18.68375
2021-07-03,20.092499
2021-07-04,19.9775
2021-07-05,21.45875
2021-07-06,23.05875
2021-07-07,25.317501
2021-07-08,27.958748
2021-07-09,24.599998
2021-07-10,21.0775
2021-07-11,19.05
2021-07-12,22.251247
2021-07-13,26.0525
2021-07-14,23.981249
2021-07-15,22.06625
2021-07-16,23.20375
2021-07-17,24.31625
2021-07-18,24.914999
2021-07-19,23.521248
2021-07-20,19.98375
2021-07-21,18.83
2021-07-22,19.36875
2021-07-23,19.806248
2021-07-24,21.244999
2021-07-25,23.68875
2021-07-26,24.14375
2021-07-27,24.839998
2021-07-28,25.439999
2021-07-29,23.041252
2021-07-30,24.14875
2021-07-31,23.568748
2021-08-01,21.4925
2021-08-02,19.6675
2021-08-03,19.429998
2021-08-04,19.62625
2021-08-05,17.75
2021-08-06,18.45125
2021-08-07,21.26125
2021-08-08,21.408749
2021-08-09,20.30375
2021-08-10,22.54125
2021-08-11,22.21625
2021-08-12,21.1675
2021-08-13,23.466251
2021-08-14,24.4025
2021-08-15,25.64875
2021-08-16,24.1375
2021-08-17,17.365
2021-08-18,16.62125
2021-08-19,18.49625
2021-08-20,19.92375
2021-08-21,19.578749
2021-08-22,21.05125
2021-08-23,19.33375
2021-08-24,17.85375
2021-08-25,14.73375
2021-08-26,12.69625
2021-08-27,14.778749
2021-08-28,13.7699995
2021-08-29,15.379999
2021-08-30,15.147499
2021-08-31,15.18625
2021-09-01,16.87875
2021-09-02,15.536249
2021-09-03,16.095
2021-09-04,16.79125
2021-09-05,16.65625
2021-09-06,15.188749
2021-09-07,15.345
2021-09-08,17.169998
2021-09-09,17.384998
2021-09-10,17.01875
2021-09-11,17.7375
2021-09-12,18.603748
2021-09-13,19.01125
2021-09-14,19.035
2021-09-15,20.87125
2021-09-16,21.793749
2021-09-17,17.65625
2021-09-18,14.803749
2021-09-19,12.99
2021-09-20,10.8125
2021-09-21,11.751249
2021-09-22,11.8925
2021-09-23,13.395
2021-09-24,15.36625
2021-09-25,17.30375
2021-09-26,17.23375
2021-09-27,15.72625
2021-09-28,18.1875
2021-09-29,13.74625
2021-09-30,13.5
2021-10-01,11.17375
2021-10-02,15.049999
2021-10-03,16.205
2021-10-04,17.47625
2021-10-05,18.8375
2021-10-06,13.12625
2021-10-07,13.106251
2021-10-08,12.2625
2021-10-09,9.14875
2021-10-10,6.60625
2021-10-11,10.235
2021-10-12,8.875
2021-10-13,7.995
2021-10-14,7.4574995
2021-10-15,9.65125
2021-10-16,8.961249
2021-10-17,6.76875
2021-10-18,8.24
2021-10-19,8.69
2021-10-20,12.813749
2021-10-21,13.8325
2021-10-22,10.27125
2021-10-23,7.74
2021-10-24,5.1775
2021-10-25,7.831249
2021-10-26,6.98125
2021-10-27,7.6137495
2021-10-28,7.2574997
2021-10-29,9.91
2021-10-30,11.6525
2021-10-31,11.1975
2021-11-01,10.565
2021-11-02,8.2074995
2021-11-03,7.0962496
2021-11-04,11.6675
2021-11-05,6.1924996
2021-11-06,5.2124996
2021-11-07,6.4987497
2021-11-08,7.2912498
2021-11-09,6.23625
2021-11-10,6.2724996
2021-11-11,6.5862494
2021-11-12,4.09125
2021-11-13,1.8325
2021-11-14,5.3362503
2021-11-15,5.26625
2021-11-16,6.5987496
2021-11-17,5.2725
2021-11-18,7.52875
2021-11-19,8.112499
2021-11-20,9.674999
2021-11-21,6.2325
2021-11-22,5.34
2021-11-23,2.04875
2021-11-24,1.05625
2021-11-25,1.8549999
2021-11-26,3.10125
2021-11-27,0.415
2021-11-28,3.2962499
2021-11-29,2.145
2021-11-30,2.1
2021-12-01,3.945
2021-12-02,5.38375
2021-12-03,2.0149999
2021-12-04,-1.5487499
2021-12-05,0.49374998
2021-12-06,1.6424999
2021-12-07,-0.61125
2021-12-08,-1.5537499
2021-12-09,0.895
2021-12-10,-0.05624999
2021-12-11,0.5775
2021-12-12,-0.35625005
2021-12-13,0.33124998
2021-12-14,1.7262499
2021-12-15,3.46375
2021-12-16,4.92625
2021-12-17,4.84625
2021-12-18,3.6212502
2021-12-19,4.2275
2021-12-20,2.0375
2021-12-21,-1.1012499
2021-12-22,-2.7849998
2021-12-23,-4.2349997
2021-12-24,1.42875
2021-12-25,2.35125
2021-12-26,-2.50125
2021-12-27,-0.56
2021-12-28,0.121249996
2021-12-29,1.00875
2021-12-30,2.66625
2021-12-31,8.809999
