time,FRB06
2021-10-16,8.725
2021-10-17,8.3
2021-10-18,7.84
2021-10-19,9.15
2021-10-20,12.865
2021-10-21,16.105
2021-10-22,11.914999
2021-10-23,9.3
2021-10-24,6.5899997
2021-10-25,5.04
2021-10-26,6.075
2021-10-27,7.5099998
2021-10-28,5.85
2021-10-29,4.765
2021-10-30,4.9849997
2021-10-31,7.6049995
2021-11-01,10.535
2021-11-02,9.559999
2021-11-03,10.21
2021-11-04,12.945
2021-11-05,7.355
2021-11-06,8.43
2021-11-07,9.014999
2021-11-08,8.1
2021-11-09,5.875
2021-11-10,3.9699998
2021-11-11,4.6549997
2021-11-12,4.6
2021-11-13,6.075
2021-11-14,6.6899996
2021-11-15,6.52
2021-11-16,6.59
2021-11-17,6.67
2021-11-18,7.5699997
2021-11-19,6.635
2021-11-20,5.84
2021-11-21,3.35
2021-11-22,5.1
2021-11-23,4.435
2021-11-24,1.18
2021-11-25,2.965
2021-11-26,2.9499998
2021-11-27,3.5699997
2021-11-28,4.17
2021-11-29,2.22
2021-11-30,1.46
2021-12-01,7.7349997
2021-12-02,6.14
2021-12-03,3.5249999
2021-12-04,0.42
2021-12-05,2.655
2021-12-06,3.59
2021-12-07,0.29000002
2021-12-08,0.08
2021-12-09,-0.295
2021-12-10,-0.16499998
2021-12-11,1.665
2021-12-12,1.37
2021-12-13,1.8
2021-12-14,4.55
2021-12-15,4.87
2021-12-16,4.77
2021-12-17,4.085
2021-12-18,3.3049998
2021-12-19,3.205
2021-12-20,2.095
2021-12-21,-0.81499994
2021-12-22,0.040000007
2021-12-23,-1.275
2021-12-24,5.675
2021-12-25,5.995
2021-12-26,0.26
2021-12-27,0.29999998
2021-12-28,1.23
2021-12-29,5.09
2021-12-30,6.02
2021-12-31,6.805
