time,SI032
2021-11-25,8.5199995
2021-11-26,6.77
2021-11-27,12.059999
2021-11-28,11.87
2021-11-29,16.3
2021-11-30,10.79
2021-12-01,7.97
2021-12-02,6.5299997
2021-12-03,10.9
2021-12-04,11.639999
2021-12-05,8.78
2021-12-06,10.53
2021-12-07,16.72
2021-12-08,14.429999
2021-12-09,11.61
2021-12-10,16.07
2021-12-11,14.589999
2021-12-12,16.68
2021-12-13,13.309999
2021-12-14,11.17
2021-12-15,9.13
2021-12-16,6.2999997
2021-12-17,8.41
2021-12-18,6.7
2021-12-19,4.93
2021-12-20,6.5699997
2021-12-21,3.77
2021-12-22,1.77
2021-12-23,0.78999996
2021-12-24,0.61
2021-12-25,8.639999
2021-12-26,7.45
2021-12-27,7.66
2021-12-28,4.42
2021-12-29,4.63
2021-12-30,6.93
2021-12-31,5.8399997
