time,DEA5A
2021-07-19,26.438332
2021-07-20,26.396667
2021-07-21,26.031668
2021-07-22,25.99
2021-07-23,25.971666
2021-07-24,26.876665
2021-07-25,27.493334
2021-07-26,24.926666
2021-07-27,24.281664
2021-07-28,25.526667
2021-07-29,26.4
2021-07-30,27.24
2021-07-31,27.49
2021-08-01,25.663332
2021-08-02,22.818335
2021-08-03,23.891668
2021-08-04,24.418333
2021-08-05,24.663332
2021-08-06,24.534998
2021-08-07,25.658333
2021-08-08,27.213333
2021-08-09,25.293333
2021-08-10,25.565
2021-08-11,26.991667
2021-08-12,27.361664
2021-08-13,27.261667
2021-08-14,28.483332
2021-08-15,28.643333
2021-08-16,28.63
2021-08-17,24.574999
2021-08-18,22.961668
2021-08-19,23.341665
2021-08-20,24.455
2021-08-21,25.476667
2021-08-22,26.36
2021-08-23,22.0
2021-08-24,22.291666
2021-08-25,22.273333
2021-08-26,22.506666
2021-08-27,19.015001
2021-08-28,18.73
2021-08-29,19.736666
2021-08-30,19.824999
2021-08-31,19.343332
2021-09-01,20.734999
2021-09-02,20.938334
2021-09-03,20.441666
2021-09-04,20.835
2021-09-05,21.044998
2021-09-06,21.321665
2021-09-07,20.936666
2021-09-08,20.808332
2021-09-09,20.835
2021-09-10,21.116667
2021-09-11,21.488333
2021-09-12,21.716667
2021-09-13,22.976667
2021-09-14,23.208334
2021-09-15,24.196665
2021-09-16,21.648333
2021-09-17,21.688334
2021-09-18,21.666666
2021-09-19,20.045
2021-09-20,19.496666
2021-09-21,17.975
2021-09-22,17.015
2021-09-23,17.498333
2021-09-24,18.568335
2021-09-25,20.001665
2021-09-26,19.128334
2021-09-27,18.203333
2021-09-28,19.538334
2021-09-29,20.361666
2021-09-30,19.538332
2021-10-01,17.213333
2021-10-02,17.141666
2021-10-03,20.003332
2021-10-04,20.665
2021-10-05,19.696665
2021-10-06,17.435
2021-10-07,14.891666
2021-10-08,16.001665
2021-10-09,13.899999
2021-10-10,12.411667
2021-10-11,12.898334
2021-10-12,12.73
2021-10-13,11.908333
2021-10-14,11.02
2021-10-15,10.568333
2021-10-16,11.718333
2021-10-17,12.134999
2021-10-18,12.056666
2021-10-19,12.378333
2021-10-20,13.996666
2021-10-21,16.606667
2021-10-22,12.901668
2021-10-23,13.584999
2021-10-24,11.926666
2021-10-25,10.798332
2021-10-26,11.508334
2021-10-27,11.639999
2021-10-28,10.573333
2021-10-29,9.368333
2021-10-30,10.5183325
2021-10-31,12.296666
2021-11-01,12.669999
2021-11-02,12.25
2021-11-03,13.388333
2021-11-04,12.406667
2021-11-05,9.633333
2021-11-06,11.21
2021-11-07,10.136666
2021-11-08,10.375
2021-11-09,11.325
2021-11-10,11.285
2021-11-11,11.329999
2021-11-12,9.756667
2021-11-13,9.655
2021-11-14,12.863334
2021-11-15,12.698334
2021-11-16,9.89
2021-11-17,10.446667
2021-11-18,11.128333
2021-11-19,9.695
2021-11-20,8.735
2021-11-21,6.661667
2021-11-22,9.931666
2021-11-23,9.271667
2021-11-24,6.0266666
2021-11-25,6.6083336
2021-11-26,7.463333
2021-11-27,10.273334
2021-11-28,6.661667
2021-11-29,3.3500001
2021-11-30,3.915
2021-12-01,5.471667
2021-12-02,5.7666664
2021-12-03,6.1200004
2021-12-04,3.7450001
2021-12-05,4.2149997
2021-12-06,3.7983334
2021-12-07,1.6266667
2021-12-08,3.2033331
2021-12-09,3.5516665
2021-12-10,3.6633332
2021-12-11,3.3966668
2021-12-12,2.628333
2021-12-13,3.045
2021-12-14,2.6383333
2021-12-15,2.535
2021-12-16,1.8683332
2021-12-17,1.9050001
2021-12-18,0.51666665
2021-12-19,0.62833333
2021-12-20,1.9549999
2021-12-21,3.72
2021-12-22,4.15
2021-12-23,2.1833332
2021-12-24,3.8033333
2021-12-25,4.3316665
2021-12-26,4.7316666
2021-12-27,6.5033326
2021-12-28,7.028333
2021-12-29,5.8033333
2021-12-30,4.7149997
2021-12-31,2.993333
