time,FI200
2021-07-02,21.211428
2021-07-03,21.114286
2021-07-04,22.634287
2021-07-05,24.722857
2021-07-06,25.441427
2021-07-07,27.027143
2021-07-08,27.869999
2021-07-09,29.867142
2021-07-10,25.171429
2021-07-11,26.007141
2021-07-12,25.935715
2021-07-13,28.342855
2021-07-14,30.819998
2021-07-15,26.344286
2021-07-16,24.857143
2021-07-17,23.960001
2021-07-18,24.012857
2021-07-19,21.825714
2021-07-20,23.747143
2021-07-21,20.788572
2021-07-22,21.52
2021-07-23,21.911428
2021-07-24,22.864286
2021-07-25,25.481428
2021-07-26,27.932858
2021-07-27,28.550001
2021-07-28,28.569998
2021-07-29,26.564285
2021-07-30,26.578571
2021-07-31,26.63857
2021-08-01,27.54143
2021-08-02,22.777143
2021-08-03,23.431429
2021-08-04,24.499998
2021-08-05,22.95714
2021-08-06,21.344284
2021-08-07,22.811428
2021-08-08,26.581427
2021-08-09,25.745714
2021-08-10,26.058573
2021-08-11,25.76857
2021-08-12,24.630001
2021-08-13,24.751429
2021-08-14,26.54143
2021-08-15,27.891428
2021-08-16,28.452854
2021-08-17,22.747143
2021-08-18,19.439999
2021-08-19,19.415714
2021-08-20,21.025713
2021-08-21,21.984285
2021-08-22,23.362856
2021-08-23,23.618572
2021-08-24,20.12857
2021-08-25,17.395716
2021-08-26,18.514286
2021-08-27,15.085714
2021-08-28,14.117143
2021-08-29,16.182858
2021-08-30,16.997143
2021-08-31,18.101429
2021-09-01,17.847141
2021-09-02,17.9
2021-09-03,17.782856
2021-09-04,18.215714
2021-09-05,19.485714
2021-09-06,18.338572
2021-09-07,18.425714
2021-09-08,18.027142
2021-09-09,18.665714
2021-09-10,19.002855
2021-09-11,19.518572
2021-09-12,19.988571
2021-09-13,20.97857
2021-09-14,21.992855
2021-09-15,22.594286
2021-09-16,23.931429
2021-09-17,23.679998
2021-09-18,18.49857
2021-09-19,18.081429
2021-09-20,12.884285
2021-09-21,13.485713
2021-09-22,11.65857
2021-09-23,12.815713
2021-09-24,16.398571
2021-09-25,18.882856
2021-09-26,19.70857
2021-09-27,21.471426
2021-09-28,18.732859
2021-09-29,16.949999
2021-09-30,13.824286
2021-10-01,16.380001
2021-10-02,14.237143
2021-10-03,16.438572
2021-10-04,18.482859
2021-10-05,18.747143
2021-10-06,15.051429
2021-10-07,13.255714
2021-10-08,12.045715
2021-10-09,8.641428
2021-10-10,8.811428
2021-10-11,9.002858
2021-10-12,10.792856
2021-10-13,8.318571
2021-10-14,6.2542863
2021-10-15,5.9742856
2021-10-16,11.515714
2021-10-17,10.277143
2021-10-18,9.875714
2021-10-19,10.2628565
2021-10-20,12.098571
2021-10-21,14.637141
2021-10-22,13.095714
2021-10-23,11.204286
2021-10-24,7.5514283
2021-10-25,7.271428
2021-10-26,8.4257145
2021-10-27,7.8757143
2021-10-28,7.168571
2021-10-29,9.254286
2021-10-30,11.071428
2021-10-31,10.601428
2021-11-01,10.49
2021-11-02,11.415713
2021-11-03,10.608572
2021-11-04,18.380001
2021-11-05,11.445714
2021-11-06,8.494286
2021-11-07,8.044286
2021-11-08,8.4
2021-11-09,9.187142
2021-11-10,6.475714
2021-11-11,6.4914284
2021-11-12,4.7457147
2021-11-13,6.7099996
2021-11-14,8.464285
2021-11-15,6.1199994
2021-11-16,6.918571
2021-11-17,6.032857
2021-11-18,6.5571427
2021-11-19,6.0842853
2021-11-20,8.9
2021-11-21,7.704285
2021-11-22,3.7757142
2021-11-23,6.777143
2021-11-24,2.9500003
2021-11-25,3.7485714
2021-11-26,7.2214284
2021-11-27,6.337143
2021-11-28,10.078572
2021-11-29,4.997143
2021-11-30,3.1928573
2021-12-01,8.244285
2021-12-02,9.782857
2021-12-03,4.9614286
2021-12-04,0.31428573
2021-12-05,3.145714
2021-12-06,3.5271428
2021-12-07,1.9542857
2021-12-08,1.3871429
2021-12-09,3.2557142
2021-12-10,2.2885716
2021-12-11,3.2714288
2021-12-12,1.5285712
2021-12-13,1.4614285
2021-12-14,-0.32285717
2021-12-15,0.3285714
2021-12-16,2.7457144
2021-12-17,4.9742856
2021-12-18,3.6614285
2021-12-19,4.1657143
2021-12-20,3.6142857
2021-12-21,0.36999997
2021-12-22,-0.62714285
2021-12-23,-2.1857142
2021-12-24,6.7042856
2021-12-25,10.117143
2021-12-26,2.2628572
2021-12-27,0.17999998
2021-12-28,1.1585714
2021-12-29,4.1357145
2021-12-30,4.117143
2021-12-31,8.65
