time,FRE12
2021-06-23,12.34
2021-06-24,15.059999
2021-06-25,13.87
2021-06-26,13.5
2021-06-27,14.92
2021-06-28,15.25
2021-06-29,15.259999
2021-06-30,15.08
2021-07-01,15.059999
2021-07-02,15.96
2021-07-03,16.97
2021-07-04,16.359999
2021-07-05,14.349999
2021-07-06,13.67
2021-07-07,15.719999
2021-07-08,15.589999
2021-07-09,15.2
2021-07-10,15.089999
2021-07-11,13.78
2021-07-12,16.02
2021-07-13,17.16
2021-07-14,17.17
2021-07-15,17.1
2021-07-16,18.039999
2021-07-17,20.18
2021-07-18,20.869999
2021-07-19,21.8
2021-07-20,21.289999
2021-07-21,20.91
2021-07-22,21.859999
2021-07-23,20.5
2021-07-24,17.57
2021-07-25,17.65
2021-07-26,17.289999
2021-07-27,17.05
2021-07-28,15.849999
2021-07-29,15.33
2021-07-30,14.849999
2021-07-31,15.98
2021-08-01,15.32
2021-08-02,14.28
2021-08-03,13.799999
2021-08-04,15.07
2021-08-05,15.2699995
2021-08-06,15.61
2021-08-07,14.54
2021-08-08,14.95
2021-08-09,15.19
2021-08-10,15.62
2021-08-11,15.339999
2021-08-12,15.719999
2021-08-13,16.3
2021-08-14,16.18
2021-08-15,16.01
2021-08-16,14.17
2021-08-17,14.79
2021-08-18,15.74
2021-08-19,15.5199995
2021-08-20,16.57
2021-08-21,16.67
2021-08-22,16.289999
2021-08-23,15.549999
2021-08-24,15.48
2021-08-25,15.38
2021-08-26,15.339999
2021-08-27,13.23
2021-08-28,13.94
2021-08-29,14.639999
2021-08-30,14.92
2021-08-31,14.46
2021-09-01,14.82
2021-09-02,14.839999
2021-09-03,15.589999
2021-09-04,16.23
2021-09-05,17.039999
2021-09-06,19.039999
2021-09-07,20.98
2021-09-08,19.619999
2021-09-09,17.4
2021-09-10,17.039999
2021-09-11,16.34
2021-09-12,13.66
2021-09-13,14.73
2021-09-14,15.73
2021-09-15,15.15
2021-09-16,14.759999
2021-09-17,15.0
2021-09-18,16.07
2021-09-19,15.03
2021-09-20,12.95
2021-09-21,13.7699995
2021-09-22,14.08
2021-09-23,14.9
2021-09-24,15.429999
2021-09-25,15.95
2021-09-26,15.99
2021-09-27,13.17
2021-09-28,12.509999
2021-09-29,10.719999
2021-09-30,11.46
2021-10-01,13.57
2021-10-02,9.96
2021-10-03,10.86
2021-10-04,11.7699995
2021-10-05,11.86
2021-10-06,12.58
2021-10-07,15.049999
2021-10-08,15.42
2021-10-09,14.25
2021-10-10,13.799999
2021-10-11,11.23
2021-10-12,11.15
2021-10-13,12.88
2021-10-14,12.19
2021-10-15,11.0199995
2021-10-16,11.95
2021-10-17,13.349999
2021-10-18,12.849999
2021-10-19,16.0
2021-10-20,13.69
2021-10-21,9.17
2021-10-22,9.08
2021-10-23,10.639999
2021-10-24,12.71
2021-10-25,12.55
2021-10-26,11.78
2021-10-27,14.69
2021-10-28,13.79
2021-10-29,11.61
2021-10-30,9.99
2021-10-31,9.66
2021-11-01,9.2699995
2021-11-02,6.7599998
2021-11-03,6.02
2021-11-04,6.45
2021-11-05,6.3399997
2021-11-06,10.139999
2021-11-07,9.8
2021-11-08,7.64
2021-11-09,12.34
2021-11-10,10.92
2021-11-11,10.2699995
2021-11-12,10.79
2021-11-13,11.42
2021-11-14,9.63
2021-11-15,8.349999
2021-11-16,9.04
2021-11-17,9.42
2021-11-18,9.88
2021-11-19,10.86
2021-11-20,9.33
2021-11-21,6.71
2021-11-22,4.63
2021-11-23,4.62
2021-11-24,5.95
2021-11-25,4.71
2021-11-26,5.5
2021-11-27,3.8
2021-11-28,2.83
2021-11-29,2.56
2021-11-30,8.36
2021-12-01,7.95
2021-12-02,3.27
2021-12-03,5.14
2021-12-04,5.97
2021-12-05,5.06
2021-12-06,4.5299997
2021-12-07,5.46
2021-12-08,5.0099998
2021-12-09,6.02
2021-12-10,5.74
2021-12-11,6.73
2021-12-12,11.0
2021-12-13,9.8
2021-12-14,9.22
2021-12-15,10.179999
2021-12-16,8.679999
2021-12-17,7.69
2021-12-18,6.79
2021-12-19,5.14
2021-12-20,4.56
2021-12-21,4.3199997
2021-12-22,2.45
2021-12-23,6.91
2021-12-24,7.9199996
2021-12-25,7.81
2021-12-26,8.809999
2021-12-27,8.12
2021-12-28,8.4
2021-12-29,9.67
2021-12-30,12.32
2021-12-31,12.91
