time,ITG11
2021-04-23,7.5499997
2021-04-24,7.75
2021-04-25,5.94
2021-04-26,5.64
2021-04-27,6.71
2021-04-28,6.43
2021-04-29,4.66
2021-04-30,5.64
2021-05-01,4.96
2021-05-02,5.7799997
2021-05-03,7.16
2021-05-04,7.0299997
2021-05-05,5.25
2021-05-06,4.79
2021-05-07,5.89
2021-05-08,7.93
2021-05-09,11.01
2021-05-10,11.08
2021-05-11,9.46
2021-05-12,8.87
2021-05-13,9.96
2021-05-14,8.97
2021-05-15,9.15
2021-05-16,9.71
2021-05-17,10.13
2021-05-18,10.32
2021-05-19,10.21
2021-05-20,8.75
2021-05-21,9.639999
2021-05-22,8.599999
2021-05-23,7.77
2021-05-24,8.09
2021-05-25,9.11
2021-05-26,9.54
2021-05-27,10.62
2021-05-28,11.58
2021-05-29,13.63
2021-05-30,12.54
2021-05-31,13.44
2021-06-01,15.809999
2021-06-02,16.05
2021-06-03,14.74
2021-06-04,13.16
2021-06-05,13.74
2021-06-06,15.33
2021-06-07,14.78
2021-06-08,15.059999
2021-06-09,16.21
2021-06-10,17.72
2021-06-11,16.57
2021-06-12,14.46
2021-06-13,16.67
2021-06-14,16.109999
2021-06-15,13.75
2021-06-16,16.73
2021-06-17,14.88
2021-06-18,12.7699995
2021-06-19,11.84
2021-06-20,12.78
2021-06-21,11.929999
2021-06-22,11.71
2021-06-23,12.83
2021-06-24,15.42
2021-06-25,12.91
2021-06-26,13.25
2021-06-27,15.2
2021-06-28,15.12
2021-06-29,15.9
2021-06-30,14.61
2021-07-01,14.259999
2021-07-02,16.43
2021-07-03,17.23
2021-07-04,17.23
2021-07-05,15.23
2021-07-06,14.41
2021-07-07,15.94
2021-07-08,16.47
2021-07-09,16.15
2021-07-10,16.539999
2021-07-11,15.69
2021-07-12,16.41
2021-07-13,17.19
2021-07-14,17.08
2021-07-15,17.24
2021-07-16,18.44
2021-07-17,19.789999
2021-07-18,20.27
2021-07-19,19.789999
2021-07-20,20.08
2021-07-21,19.75
2021-07-22,20.0
2021-07-23,17.55
2021-07-24,16.619999
2021-07-25,17.01
2021-07-26,18.81
2021-07-27,17.609999
2021-07-28,16.5
2021-07-29,15.54
2021-07-30,14.889999
2021-07-31,15.639999
2021-08-01,14.32
2021-08-02,13.74
2021-08-03,13.92
2021-08-04,15.0199995
2021-08-05,15.67
2021-08-06,16.05
2021-08-07,15.259999
2021-08-08,15.429999
2021-08-09,15.49
2021-08-10,16.119999
2021-08-11,15.349999
2021-08-12,15.139999
2021-08-13,16.35
2021-08-14,15.7699995
2021-08-15,15.67
2021-08-16,14.389999
2021-08-17,14.66
2021-08-18,16.119999
2021-08-19,15.19
2021-08-20,15.91
2021-08-21,16.69
2021-08-22,16.43
2021-08-23,16.039999
2021-08-24,15.57
2021-08-25,15.73
2021-08-26,15.089999
2021-08-27,13.78
2021-08-28,14.429999
2021-08-29,14.24
2021-08-30,14.929999
2021-08-31,14.219999
2021-09-01,14.0199995
2021-09-02,14.2
2021-09-03,13.73
2021-09-04,14.7699995
2021-09-05,16.07
2021-09-06,17.97
2021-09-07,19.47
2021-09-08,19.09
2021-09-09,17.5
2021-09-10,17.73
2021-09-11,17.06
2021-09-12,13.48
2021-09-13,13.87
2021-09-14,15.15
2021-09-15,15.0199995
2021-09-16,14.469999
2021-09-17,15.179999
2021-09-18,15.849999
2021-09-19,15.589999
2021-09-20,12.75
2021-09-21,13.92
2021-09-22,15.32
2021-09-23,14.589999
2021-09-24,15.46
2021-09-25,16.44
2021-09-26,17.08
2021-09-27,13.42
2021-09-28,12.46
2021-09-29,10.19
2021-09-30,10.95
2021-10-01,12.349999
2021-10-02,9.389999
2021-10-03,9.73
2021-10-04,11.37
2021-10-05,10.0199995
2021-10-06,11.139999
2021-10-07,14.53
2021-10-08,15.429999
2021-10-09,13.5
2021-10-10,11.61
2021-10-11,10.86
2021-10-12,11.38
2021-10-13,12.65
2021-10-14,12.03
2021-10-15,9.48
2021-10-16,9.42
2021-10-17,11.71
2021-10-18,12.29
2021-10-19,15.16
2021-10-20,11.98
2021-10-21,7.3399997
2021-10-22,8.66
2021-10-23,9.82
2021-10-24,11.639999
2021-10-25,10.44
2021-10-26,9.99
2021-10-27,13.969999
2021-10-28,12.599999
2021-10-29,11.05
2021-10-30,8.63
2021-10-31,7.5
2021-11-01,7.6499996
2021-11-02,5.8399997
2021-11-03,5.0699997
2021-11-04,5.65
2021-11-05,6.04
2021-11-06,9.95
2021-11-07,9.7699995
2021-11-08,7.04
2021-11-09,10.929999
2021-11-10,9.19
2021-11-11,8.11
2021-11-12,9.679999
2021-11-13,10.349999
2021-11-14,8.94
2021-11-15,8.32
2021-11-16,8.07
2021-11-17,7.7599998
2021-11-18,9.53
2021-11-19,11.53
2021-11-20,9.349999
2021-11-21,5.8399997
2021-11-22,4.13
2021-11-23,5.3599997
2021-11-24,4.81
2021-11-25,2.86
2021-11-26,4.6
2021-11-27,1.75
2021-11-28,0.5
2021-11-29,1.1
2021-11-30,7.1099997
2021-12-01,6.3399997
2021-12-02,1.55
2021-12-03,4.23
2021-12-04,3.6899998
2021-12-05,3.6799998
2021-12-06,1.67
2021-12-07,2.1699998
2021-12-08,3.54
2021-12-09,3.8899999
2021-12-10,3.49
2021-12-11,3.8899999
2021-12-12,8.4
2021-12-13,7.81
2021-12-14,7.93
2021-12-15,9.41
2021-12-16,7.4199996
2021-12-17,6.22
2021-12-18,4.63
2021-12-19,2.8
2021-12-20,4.39
2021-12-21,3.1599998
2021-12-22,-0.35
2021-12-23,4.0299997
2021-12-24,5.17
2021-12-25,3.57
2021-12-26,3.53
2021-12-27,5.43
2021-12-28,5.31
2021-12-29,5.48
2021-12-30,9.76
2021-12-31,11.09
