time,DEB1D
2021-09-13,21.402859
2021-09-14,21.955715
2021-09-15,23.381428
2021-09-16,21.097141
2021-09-17,20.74857
2021-09-18,21.21143
2021-09-19,19.862858
2021-09-20,17.844286
2021-09-21,16.952856
2021-09-22,17.452856
2021-09-23,17.485714
2021-09-24,18.619999
2021-09-25,20.245714
2021-09-26,19.104284
2021-09-27,18.717142
2021-09-28,19.085712
2021-09-29,19.974285
2021-09-30,18.984285
2021-10-01,18.470001
2021-10-02,18.487143
2021-10-03,19.967144
2021-10-04,20.508572
2021-10-05,18.315716
2021-10-06,17.712856
2021-10-07,15.459999
2021-10-08,15.395715
2021-10-09,14.611428
2021-10-10,12.682857
2021-10-11,12.691428
2021-10-12,13.96
2021-10-13,13.32857
2021-10-14,11.617142
2021-10-15,11.690001
2021-10-16,11.654286
2021-10-17,12.891427
2021-10-18,13.117143
2021-10-19,13.761429
2021-10-20,14.548571
2021-10-21,16.009998
2021-10-22,16.022858
2021-10-23,15.614285
2021-10-24,15.161428
2021-10-25,13.342856
2021-10-26,12.878571
2021-10-27,13.645714
2021-10-28,12.891427
2021-10-29,12.977142
2021-10-30,13.342856
2021-10-31,13.947142
2021-11-01,15.584285
2021-11-02,15.419999
2021-11-03,15.845714
2021-11-04,14.339999
2021-11-05,11.64857
2021-11-06,13.217142
2021-11-07,13.295713
2021-11-08,13.0128565
2021-11-09,13.155714
2021-11-10,14.508571
2021-11-11,13.7628565
2021-11-12,12.975715
2021-11-13,13.87
2021-11-14,13.68
2021-11-15,13.875714
2021-11-16,12.202857
2021-11-17,12.534286
2021-11-18,13.025713
2021-11-19,12.871429
2021-11-20,12.508571
2021-11-21,11.845714
2021-11-22,11.967142
2021-11-23,11.278571
2021-11-24,10.861428
2021-11-25,9.818571
2021-11-26,10.498571
2021-11-27,11.414285
2021-11-28,8.391428
2021-11-29,5.2714286
2021-11-30,6.148571
2021-12-01,8.402857
2021-12-02,9.152857
2021-12-03,7.6085715
2021-12-04,7.612857
2021-12-05,10.261429
2021-12-06,5.675714
2021-12-07,5.7214284
2021-12-08,8.515715
2021-12-09,6.798571
2021-12-10,5.965714
2021-12-11,6.095714
2021-12-12,6.248571
2021-12-13,7.9900002
2021-12-14,8.75
2021-12-15,7.8028574
2021-12-16,7.3414283
2021-12-17,7.9
2021-12-18,6.4157143
2021-12-19,9.071428
2021-12-20,7.838571
2021-12-21,7.9557147
2021-12-22,7.845714
2021-12-23,8.618571
2021-12-24,10.299998
2021-12-25,8.091428
2021-12-26,9.5
2021-12-27,9.827142
2021-12-28,10.764285
2021-12-29,11.784286
2021-12-30,10.287142
2021-12-31,10.7085705
