time,DEC06
2021-05-30,22.960833
2021-05-31,21.206669
2021-06-01,17.720833
2021-06-02,18.364164
2021-06-03,18.033333
2021-06-04,18.745832
2021-06-05,21.045
2021-06-06,21.8275
2021-06-07,23.19333
2021-06-08,23.67417
2021-06-09,23.919167
2021-06-10,23.933332
2021-06-11,23.135
2021-06-12,23.3425
2021-06-13,23.206665
2021-06-14,22.693335
2021-06-15,23.137499
2021-06-16,21.504166
2021-06-17,18.596666
2021-06-18,17.363333
2021-06-19,17.440832
2021-06-20,16.810831
2021-06-21,17.300001
2021-06-22,19.113333
2021-06-23,20.928331
2021-06-24,23.053331
2021-06-25,24.094168
2021-06-26,22.3575
2021-06-27,19.538332
2021-06-28,19.159166
2021-06-29,19.670835
2021-06-30,20.597498
2021-07-01,21.505
2021-07-02,22.196665
2021-07-03,22.265001
2021-07-04,21.280832
2021-07-05,22.039167
2021-07-06,19.948332
2021-07-07,19.645834
2021-07-08,22.205833
2021-07-09,24.884169
2021-07-10,26.916666
2021-07-11,26.367498
2021-07-12,20.260832
2021-07-13,20.584166
2021-07-14,23.411665
2021-07-15,25.480833
2021-07-16,27.336668
2021-07-17,27.286667
2021-07-18,25.188334
2021-07-19,23.095001
2021-07-20,22.325834
2021-07-21,22.928331
2021-07-22,23.194166
2021-07-23,22.044165
2021-07-24,22.051666
2021-07-25,21.758333
2021-07-26,24.0
2021-07-27,24.115835
2021-07-28,24.570831
2021-07-29,24.58
2021-07-30,22.378332
2021-07-31,20.596666
2021-08-01,19.955
2021-08-02,22.667498
2021-08-03,23.205833
2021-08-04,24.107498
2021-08-05,24.105833
2021-08-06,22.784998
2021-08-07,21.088335
2021-08-08,21.140831
2021-08-09,21.98667
2021-08-10,24.996666
2021-08-11,25.47583
2021-08-12,25.66583
2021-08-13,27.994165
2021-08-14,28.00583
2021-08-15,27.815
2021-08-16,26.664999
2021-08-17,25.359163
2021-08-18,23.862501
2021-08-19,23.159998
2021-08-20,22.279167
2021-08-21,23.18
2021-08-22,25.595833
2021-08-23,26.575834
2021-08-24,24.741667
2021-08-25,24.005
2021-08-26,23.888334
2021-08-27,22.769999
2021-08-28,21.577501
2021-08-29,21.307497
2021-08-30,22.35
2021-08-31,23.198332
2021-09-01,21.577501
2021-09-02,21.876665
2021-09-03,21.899168
2021-09-04,23.258331
2021-09-05,25.420832
2021-09-06,26.844164
2021-09-07,23.71
2021-09-08,21.580833
2021-09-09,21.92
2021-09-10,22.115
2021-09-11,23.022501
2021-09-12,23.543335
2021-09-13,22.26
2021-09-14,19.335001
2021-09-15,20.414165
2021-09-16,20.885832
2021-09-17,20.637499
2021-09-18,19.114998
2021-09-19,19.7525
2021-09-20,20.400833
2021-09-21,20.93
2021-09-22,20.100834
2021-09-23,18.569166
2021-09-24,19.115
2021-09-25,18.156666
2021-09-26,18.672499
2021-09-27,19.671667
2021-09-28,19.054167
2021-09-29,18.562498
2021-09-30,19.763332
2021-10-01,20.993332
2021-10-02,21.0525
2021-10-03,16.478333
2021-10-04,17.093332
2021-10-05,18.764166
2021-10-06,21.082499
2021-10-07,21.45833
2021-10-08,21.24
2021-10-09,20.796665
2021-10-10,21.043333
2021-10-11,20.925
2021-10-12,20.954168
2021-10-13,20.616667
2021-10-14,19.485834
2021-10-15,18.930002
2021-10-16,19.285
2021-10-17,20.644999
2021-10-18,21.623335
2021-10-19,21.441666
2021-10-20,20.869165
2021-10-21,17.958334
2021-10-22,17.040834
2021-10-23,16.333334
2021-10-24,16.475832
2021-10-25,16.3425
2021-10-26,16.964998
2021-10-27,16.729166
2021-10-28,16.255001
2021-10-29,16.864166
2021-10-30,20.430834
2021-10-31,19.5075
2021-11-01,17.635832
2021-11-02,14.575832
2021-11-03,12.764998
2021-11-04,10.7699995
2021-11-05,10.561667
2021-11-06,10.024167
2021-11-07,9.033334
2021-11-08,11.7475
2021-11-09,12.724167
2021-11-10,12.046666
2021-11-11,11.4425
2021-11-12,10.639167
2021-11-13,11.598332
2021-11-14,11.9975
2021-11-15,10.428334
2021-11-16,11.350001
2021-11-17,11.12
2021-11-18,11.9958315
2021-11-19,13.7275
2021-11-20,13.666665
2021-11-21,12.677499
2021-11-22,10.46
2021-11-23,7.140833
2021-11-24,7.9950004
2021-11-25,7.911667
2021-11-26,7.7391667
2021-11-27,8.611667
2021-11-28,8.165
2021-11-29,11.3
2021-11-30,8.607501
2021-12-01,8.491667
2021-12-02,10.253333
2021-12-03,8.651667
2021-12-04,10.778332
2021-12-05,11.009999
2021-12-06,10.9075
2021-12-07,10.906666
2021-12-08,11.057499
2021-12-09,11.629167
2021-12-10,12.5475
2021-12-11,12.38
2021-12-12,11.982499
2021-12-13,11.904166
2021-12-14,10.929999
2021-12-15,9.897499
2021-12-16,10.629999
2021-12-17,10.827499
2021-12-18,9.857499
2021-12-19,11.546666
2021-12-20,12.983333
2021-12-21,14.229167
2021-12-22,15.213333
2021-12-23,14.173332
2021-12-24,13.915001
2021-12-25,14.325833
2021-12-26,14.889168
2021-12-27,16.928335
2021-12-28,15.780834
2021-12-29,13.922501
2021-12-30,12.7075
2021-12-31,13.173333
