time,DEG07
2021-06-30,13.95423
2021-07-01,15.2323065
2021-07-02,17.469038
2021-07-03,18.621346
2021-07-04,18.619423
2021-07-05,18.765575
2021-07-06,19.177309
2021-07-07,18.258461
2021-07-08,18.966347
2021-07-09,19.276154
2021-07-10,18.27423
2021-07-11,19.896152
2021-07-12,18.753654
2021-07-13,19.886152
2021-07-14,20.200191
2021-07-15,21.37577
2021-07-16,17.390385
2021-07-17,19.145191
2021-07-18,16.503078
2021-07-19,14.140961
2021-07-20,14.669038
2021-07-21,14.660577
2021-07-22,16.091923
2021-07-23,15.625385
2021-07-24,17.823269
2021-07-25,20.0825
2021-07-26,19.950191
2021-07-27,19.109037
2021-07-28,18.436922
2021-07-29,17.288654
2021-07-30,15.531345
2021-07-31,14.720191
2021-08-01,13.863462
2021-08-02,11.583653
2021-08-03,12.283846
2021-08-04,12.959616
2021-08-05,14.934999
2021-08-06,15.002499
2021-08-07,14.359807
2021-08-08,16.400192
2021-08-09,15.531346
2021-08-10,16.490963
2021-08-11,15.231345
2021-08-12,16.09
2021-08-13,16.391924
2021-08-14,14.992885
2021-08-15,13.2694235
2021-08-16,13.572115
2021-08-17,13.119422
2021-08-18,11.953653
2021-08-19,12.648076
2021-08-20,12.467885
2021-08-21,11.59673
2021-08-22,10.725576
2021-08-23,10.04077
2021-08-24,10.1
2021-08-25,10.769616
2021-08-26,10.105769
2021-08-27,11.4225
2021-08-28,11.585769
2021-08-29,12.278654
2021-08-30,12.4344225
2021-08-31,11.990961
2021-09-01,12.170384
2021-09-02,11.603846
2021-09-03,9.2851925
2021-09-04,7.2853847
2021-09-05,9.032115
2021-09-06,10.233846
2021-09-07,12.227884
2021-09-08,16.473461
2021-09-09,15.0
2021-09-10,12.293269
2021-09-11,14.174615
2021-09-12,13.1449995
2021-09-13,8.843268
2021-09-14,8.460577
2021-09-15,7.3017306
2021-09-16,6.715769
2021-09-17,6.8178844
2021-09-18,7.139423
2021-09-19,6.5684614
2021-09-20,6.233462
2021-09-21,6.009423
2021-09-22,8.845
2021-09-23,9.020577
2021-09-24,6.9401927
2021-09-25,8.13173
2021-09-26,7.43
2021-09-27,9.120577
2021-09-28,9.9496155
2021-09-29,10.1292305
2021-09-30,8.926346
2021-10-01,9.950001
2021-10-02,10.413269
2021-10-03,10.955577
2021-10-04,11.188269
2021-10-05,9.189615
2021-10-06,10.286154
2021-10-07,9.666538
2021-10-08,10.122692
2021-10-09,11.746154
2021-10-10,10.81173
2021-10-11,6.921153
2021-10-12,4.589423
2021-10-13,2.1509614
2021-10-14,6.6486535
2021-10-15,5.485577
2021-10-16,3.860769
2021-10-17,2.5855765
2021-10-18,1.4980769
2021-10-19,0.02269231
2021-10-20,8.157692
2021-10-21,5.9426928
2021-10-22,2.9401922
2021-10-23,-0.042884625
2021-10-24,4.327884
2021-10-25,7.488653
2021-10-26,6.2575
2021-10-27,4.488846
2021-10-28,7.3732686
2021-10-29,9.218654
2021-10-30,6.957885
2021-10-31,6.038654
2021-11-01,6.189231
2021-11-02,7.1071157
2021-11-03,6.0565386
2021-11-04,5.052307
2021-11-05,2.9513462
2021-11-06,0.7707692
2021-11-07,-0.68211544
2021-11-08,-3.5292306
2021-11-09,-0.04153847
2021-11-10,2.6396153
2021-11-11,2.12
2021-11-12,0.8290385
2021-11-13,-2.7569232
2021-11-14,-1.7003846
2021-11-15,2.4524999
2021-11-16,4.249615
2021-11-17,4.0878844
2021-11-18,-1.1065384
2021-11-19,1.7809615
2021-11-20,1.3240384
2021-11-21,-2.6003847
2021-11-22,-3.1690385
2021-11-23,0.20461537
2021-11-24,0.9986538
2021-11-25,-2.2823076
2021-11-26,-8.29077
2021-11-27,-8.519616
2021-11-28,-6.4103847
2021-11-29,-10.033076
2021-11-30,-13.170577
2021-12-01,-14.678846
2021-12-02,-11.9732685
2021-12-03,-9.340577
2021-12-04,-7.9105763
2021-12-05,-9.707115
2021-12-06,-12.470191
2021-12-07,-15.61673
2021-12-08,-10.506537
2021-12-09,-3.0273077
2021-12-10,-0.8267307
2021-12-11,0.0023076902
2021-12-12,-1.378077
2021-12-13,-0.9559615
2021-12-14,-2.6825
2021-12-15,-0.7748077
2021-12-16,2.7649999
2021-12-17,2.2492309
2021-12-18,5.637692
2021-12-19,2.3128846
2021-12-20,-5.0953846
2021-12-21,-12.142884
2021-12-22,-9.0594225
2021-12-23,-5.815577
2021-12-24,-10.025961
2021-12-25,-6.915
2021-12-26,-9.0205765
2021-12-27,-10.313654
2021-12-28,-6.8365383
2021-12-29,-8.764423
2021-12-30,-5.080192
2021-12-31,-5.219038
