time,DEB1A
2021-09-29,19.279999
2021-09-30,18.26
2021-10-01,17.24
2021-10-02,17.372
2021-10-03,18.878
2021-10-04,19.434
2021-10-05,17.234
2021-10-06,16.105999
2021-10-07,14.258
2021-10-08,14.462
2021-10-09,13.217999
2021-10-10,11.507999
2021-10-11,11.907999
2021-10-12,13.053999
2021-10-13,11.539999
2021-10-14,10.245999
2021-10-15,10.156
2021-10-16,10.817999
2021-10-17,11.3619995
2021-10-18,11.773999
2021-10-19,12.916
2021-10-20,14.186
2021-10-21,15.509999
2021-10-22,14.478
2021-10-23,14.329999
2021-10-24,12.803999
2021-10-25,11.495999
2021-10-26,11.236
2021-10-27,11.973999
2021-10-28,11.379999
2021-10-29,11.238
2021-10-30,12.289999
2021-10-31,12.704
2021-11-01,14.306
2021-11-02,13.674001
2021-11-03,14.45
2021-11-04,12.6119995
2021-11-05,9.9800005
2021-11-06,10.972
2021-11-07,11.266001
2021-11-08,11.446001
2021-11-09,10.936
2021-11-10,12.305999
2021-11-11,11.802
2021-11-12,10.51
2021-11-13,11.206
2021-11-14,12.266
2021-11-15,13.087999
2021-11-16,10.684
2021-11-17,11.02
2021-11-18,11.88
2021-11-19,11.648001
2021-11-20,10.344
2021-11-21,9.728
2021-11-22,10.63
2021-11-23,9.917999
2021-11-24,8.387999
2021-11-25,7.6540003
2021-11-26,8.969999
2021-11-27,9.381999
2021-11-28,6.3479996
2021-11-29,3.486
2021-11-30,5.178
2021-12-01,6.422
2021-12-02,6.996
2021-12-03,5.336
2021-12-04,5.7079997
2021-12-05,6.08
2021-12-06,3.398
2021-12-07,3.4399998
2021-12-08,6.2079997
2021-12-09,3.618
2021-12-10,3.6239998
2021-12-11,4.0759997
2021-12-12,3.5040002
2021-12-13,4.798
2021-12-14,5.342
2021-12-15,5.0519996
2021-12-16,4.608
2021-12-17,4.9399996
2021-12-18,3.0799997
2021-12-19,5.03
2021-12-20,4.7339997
2021-12-21,5.4819994
2021-12-22,5.054
2021-12-23,6.049999
2021-12-24,7.6119995
2021-12-25,6.0959997
2021-12-26,6.5199995
2021-12-27,7.1259995
2021-12-28,9.042
2021-12-29,8.558001
2021-12-30,7.294
2021-12-31,7.814
