time,DE21G
2021-06-07,18.9
2021-06-08,18.39
2021-06-09,19.27
2021-06-10,19.439999
2021-06-11,20.13
2021-06-12,16.93
2021-06-13,15.429999
2021-06-14,19.15
2021-06-15,16.77
2021-06-16,20.09
2021-06-17,26.109999
2021-06-18,27.109999
2021-06-19,26.06
2021-06-20,23.119999
2021-06-21,19.06
2021-06-22,15.839999
2021-06-23,16.359999
2021-06-24,17.02
2021-06-25,17.26
2021-06-26,18.199999
2021-06-27,19.58
2021-06-28,22.699999
2021-06-29,20.74
2021-06-30,18.47
2021-07-01,17.23
2021-07-02,18.52
2021-07-03,17.42
2021-07-04,20.08
2021-07-05,18.46
2021-07-06,20.38
2021-07-07,19.72
2021-07-08,20.119999
2021-07-09,17.4
2021-07-10,18.3
2021-07-11,21.289999
2021-07-12,22.22
2021-07-13,23.0
2021-07-14,22.81
2021-07-15,21.89
2021-07-16,23.15
2021-07-17,22.33
2021-07-18,19.92
2021-07-19,16.27
2021-07-20,17.3
2021-07-21,17.77
2021-07-22,17.039999
2021-07-23,16.43
2021-07-24,21.949999
2021-07-25,21.859999
2021-07-26,21.98
2021-07-27,21.09
2021-07-28,19.6
2021-07-29,17.66
2021-07-30,18.699999
2021-07-31,16.789999
2021-08-01,16.67
2021-08-02,15.57
2021-08-03,16.67
2021-08-04,17.449999
2021-08-05,19.24
2021-08-06,19.17
2021-08-07,18.13
2021-08-08,16.44
2021-08-09,16.67
2021-08-10,15.509999
2021-08-11,17.199999
2021-08-12,20.26
2021-08-13,21.35
2021-08-14,18.44
2021-08-15,18.449999
2021-08-16,15.32
2021-08-17,14.759999
2021-08-18,15.53
2021-08-19,16.57
2021-08-20,15.5
2021-08-21,16.73
2021-08-22,16.01
2021-08-23,16.869999
2021-08-24,15.44
2021-08-25,14.69
2021-08-26,14.219999
2021-08-27,14.95
2021-08-28,15.009999
2021-08-29,15.61
2021-08-30,16.19
2021-08-31,16.57
2021-09-01,16.539999
2021-09-02,15.009999
2021-09-03,15.719999
2021-09-04,14.74
2021-09-05,14.48
2021-09-06,15.389999
2021-09-07,16.119999
2021-09-08,17.67
2021-09-09,19.1
2021-09-10,18.65
2021-09-11,18.46
2021-09-12,17.9
2021-09-13,14.639999
2021-09-14,15.79
2021-09-15,16.25
2021-09-16,16.029999
2021-09-17,13.5199995
2021-09-18,14.219999
2021-09-19,12.87
2021-09-20,12.07
2021-09-21,11.95
2021-09-22,14.07
2021-09-23,13.61
2021-09-24,14.44
2021-09-25,16.92
2021-09-26,18.4
2021-09-27,17.57
2021-09-28,14.29
2021-09-29,11.54
2021-09-30,11.759999
2021-10-01,13.219999
2021-10-02,13.37
2021-10-03,17.81
2021-10-04,13.21
2021-10-05,10.87
2021-10-06,12.07
2021-10-07,10.57
2021-10-08,10.7
2021-10-09,9.33
2021-10-10,7.94
2021-10-11,9.719999
2021-10-12,8.559999
2021-10-13,8.05
2021-10-14,11.42
2021-10-15,10.87
2021-10-16,8.92
2021-10-17,9.2
2021-10-18,10.7
2021-10-19,12.3
2021-10-20,15.36
2021-10-21,10.21
2021-10-22,6.69
2021-10-23,7.97
2021-10-24,7.8999996
2021-10-25,7.69
2021-10-26,11.11
2021-10-27,13.059999
2021-10-28,12.0199995
2021-10-29,9.9
2021-10-30,10.4
2021-10-31,12.79
2021-11-01,10.8
2021-11-02,8.5
2021-11-03,7.39
2021-11-04,7.52
2021-11-05,8.34
2021-11-06,8.72
2021-11-07,8.58
2021-11-08,8.79
2021-11-09,8.36
2021-11-10,6.87
2021-11-11,8.79
2021-11-12,7.79
2021-11-13,5.3599997
2021-11-14,7.02
2021-11-15,6.1
2021-11-16,4.66
2021-11-17,5.21
2021-11-18,7.97
2021-11-19,11.79
2021-11-20,10.37
2021-11-21,7.74
2021-11-22,3.55
2021-11-23,6.8799996
2021-11-24,6.64
2021-11-25,5.02
2021-11-26,3.33
2021-11-27,2.08
2021-11-28,2.07
2021-11-29,1.67
2021-11-30,3.46
2021-12-01,4.99
2021-12-02,0.31
2021-12-03,1.04
2021-12-04,2.9299998
2021-12-05,0.90999997
2021-12-06,0.42
2021-12-07,0.13
2021-12-08,0.75
2021-12-09,-0.64
2021-12-10,0.51
2021-12-11,1.67
2021-12-12,3.51
2021-12-13,8.36
2021-12-14,7.43
2021-12-15,8.88
2021-12-16,7.1499996
2021-12-17,5.29
2021-12-18,6.21
2021-12-19,5.8599997
2021-12-20,1.38
2021-12-21,-1.01
2021-12-22,-2.9299998
2021-12-23,-1.73
2021-12-24,-0.45999998
2021-12-25,-6.8999996
2021-12-26,-7.14
2021-12-27,-3.85
2021-12-28,0.34
2021-12-29,1.5899999
2021-12-30,7.97
2021-12-31,11.66
