time,DEB1C
2021-07-16,18.4375
2021-07-17,19.46875
2021-07-18,22.12
2021-07-19,22.56375
2021-07-20,23.0275
2021-07-21,23.619999
2021-07-22,23.210001
2021-07-23,23.17
2021-07-24,24.005
2021-07-25,24.4575
2021-07-26,23.392498
2021-07-27,23.203749
2021-07-28,23.945
2021-07-29,24.12
2021-07-30,25.70625
2021-07-31,25.585
2021-08-01,23.38
2021-08-02,20.76
2021-08-03,21.59
2021-08-04,23.335
2021-08-05,21.442501
2021-08-06,22.175001
2021-08-07,23.557499
2021-08-08,25.436249
2021-08-09,24.565
2021-08-10,24.215
2021-08-11,25.074999
2021-08-12,25.696249
2021-08-13,25.383749
2021-08-14,25.6925
2021-08-15,26.47375
2021-08-16,26.276249
2021-08-17,23.03125
2021-08-18,21.211248
2021-08-19,21.293749
2021-08-20,21.826248
2021-08-21,23.1525
2021-08-22,24.09875
2021-08-23,20.84625
2021-08-24,20.477499
2021-08-25,19.561249
2021-08-26,21.648748
2021-08-27,18.0675
2021-08-28,16.4725
2021-08-29,17.55
2021-08-30,18.835
2021-08-31,17.855
2021-09-01,18.96375
2021-09-02,19.404999
2021-09-03,18.731249
2021-09-04,17.792501
2021-09-05,18.73
2021-09-06,18.664999
2021-09-07,18.516249
2021-09-08,18.336248
2021-09-09,18.77625
2021-09-10,19.349998
2021-09-11,19.782501
2021-09-12,19.640001
2021-09-13,20.68125
2021-09-14,21.335
2021-09-15,22.4025
2021-09-16,20.024998
2021-09-17,19.571249
2021-09-18,19.855
2021-09-19,18.25
2021-09-20,16.401249
2021-09-21,15.26625
2021-09-22,15.642499
2021-09-23,15.95875
2021-09-24,17.78375
2021-09-25,18.87125
2021-09-26,17.73
2021-09-27,17.926249
2021-09-28,17.84
2021-09-29,18.775
2021-09-30,17.19375
2021-10-01,16.947498
2021-10-02,17.0625
2021-10-03,18.769999
2021-10-04,19.3825
2021-10-05,17.151249
2021-10-06,16.003748
2021-10-07,13.653749
2021-10-08,13.2825
2021-10-09,12.54125
2021-10-10,10.747499
2021-10-11,10.9262495
2021-10-12,12.256249
2021-10-13,11.15125
2021-10-14,9.52125
2021-10-15,9.97375
2021-10-16,9.8949995
2021-10-17,11.358748
2021-10-18,11.35
2021-10-19,12.6137495
2021-10-20,13.082499
2021-10-21,14.947499
2021-10-22,14.585
2021-10-23,14.045
2021-10-24,12.8425
2021-10-25,11.493749
2021-10-26,10.96
2021-10-27,11.58
2021-10-28,11.01
2021-10-29,10.95875
2021-10-30,12.02125
2021-10-31,12.40375
2021-11-01,14.24
2021-11-02,13.812499
2021-11-03,14.853749
2021-11-04,12.959999
2021-11-05,10.08625
2021-11-06,11.062499
2021-11-07,11.09
2021-11-08,10.9625
2021-11-09,11.1675005
2021-11-10,13.07875
2021-11-11,12.32
2021-11-12,11.49
2021-11-13,12.271251
2021-11-14,12.38
2021-11-15,12.861249
2021-11-16,10.242499
2021-11-17,10.7575
2021-11-18,11.4025
2021-11-19,11.117498
2021-11-20,10.688749
2021-11-21,10.50375
2021-11-22,10.77875
2021-11-23,9.547501
2021-11-24,8.56875
2021-11-25,8.42
2021-11-26,9.027499
2021-11-27,10.236249
2021-11-28,6.74625
2021-11-29,2.9725
2021-11-30,4.33
2021-12-01,6.83625
2021-12-02,7.395
2021-12-03,5.6762495
2021-12-04,5.64
2021-12-05,7.6787496
2021-12-06,3.5024998
2021-12-07,3.6587498
2021-12-08,6.2499995
2021-12-09,4.3312497
2021-12-10,4.11875
2021-12-11,4.29625
2021-12-12,4.2749996
2021-12-13,6.08875
2021-12-14,6.805
2021-12-15,5.8625
2021-12-16,5.6862497
2021-12-17,6.18375
2021-12-18,4.3324995
2021-12-19,7.39125
2021-12-20,6.1724997
2021-12-21,6.2
2021-12-22,5.3025
2021-12-23,6.3624997
2021-12-24,8.964999
2021-12-25,7.6075
2021-12-26,7.5325
2021-12-27,8.89625
2021-12-28,9.34625
2021-12-29,9.6775
2021-12-30,9.237499
2021-12-31,10.4075
