time,DE21H
2021-10-09,7.890833
2021-10-10,7.693333
2021-10-11,8.9225
2021-10-12,7.8675003
2021-10-13,7.9375
2021-10-14,10.894166
2021-10-15,10.5275
2021-10-16,8.636666
2021-10-17,9.0275
2021-10-18,10.702499
2021-10-19,11.690833
2021-10-20,15.421666
2021-10-21,11.035832
2021-10-22,6.6349998
2021-10-23,7.126667
2021-10-24,7.8641663
2021-10-25,6.7066665
2021-10-26,10.257501
2021-10-27,12.487499
2021-10-28,11.794999
2021-10-29,8.866666
2021-10-30,9.412499
2021-10-31,12.120834
2021-11-01,10.473332
2021-11-02,8.491666
2021-11-03,6.469167
2021-11-04,7.4833336
2021-11-05,8.469167
2021-11-06,8.78
2021-11-07,8.543334
2021-11-08,8.458333
2021-11-09,7.8766665
2021-11-10,5.97
2021-11-11,7.8824997
2021-11-12,8.218333
2021-11-13,5.491667
2021-11-14,6.515
2021-11-15,5.549166
2021-11-16,5.105
2021-11-17,5.205
2021-11-18,7.5674996
2021-11-19,11.643333
2021-11-20,10.613334
2021-11-21,7.3841667
2021-11-22,2.9641666
2021-11-23,6.4624996
2021-11-24,6.843333
2021-11-25,5.1175
2021-11-26,3.5616665
2021-11-27,1.5524999
2021-11-28,1.6483332
2021-11-29,1.5133333
2021-11-30,2.645
2021-12-01,4.21
2021-12-02,0.07
2021-12-03,0.5125
2021-12-04,2.0758333
2021-12-05,0.42083335
2021-12-06,0.065
2021-12-07,-0.94
2021-12-08,-0.69
2021-12-09,-1.8333334
2021-12-10,-0.95583326
2021-12-11,0.39666668
2021-12-12,1.9
2021-12-13,6.7683334
2021-12-14,6.991667
2021-12-15,8.302501
2021-12-16,6.9575
2021-12-17,4.8191667
2021-12-18,5.715833
2021-12-19,5.2116666
2021-12-20,1.1158333
2021-12-21,-0.7758333
2021-12-22,-1.6708332
2021-12-23,-1.7075
2021-12-24,-1.61
2021-12-25,-8.06
2021-12-26,-8.900833
2021-12-27,-6.41
2021-12-28,-2.4541667
2021-12-29,0.64166665
2021-12-30,6.4891667
2021-12-31,11.453334
