time,DE21L
2021-04-25,5.1314282
2021-04-26,3.285714
2021-04-27,4.9085717
2021-04-28,8.722857
2021-04-29,8.837142
2021-04-30,6.527143
2021-05-01,6.6728563
2021-05-02,7.0114284
2021-05-03,6.8957143
2021-05-04,8.79
2021-05-05,8.38
2021-05-06,7.337143
2021-05-07,5.8514285
2021-05-08,8.725714
2021-05-09,16.844286
2021-05-10,20.188572
2021-05-11,16.109999
2021-05-12,13.771429
2021-05-13,12.012857
2021-05-14,11.219999
2021-05-15,11.448571
2021-05-16,12.392858
2021-05-17,11.998571
2021-05-18,11.5128565
2021-05-19,10.945714
2021-05-20,11.4042845
2021-05-21,12.367142
2021-05-22,11.9800005
2021-05-23,12.04
2021-05-24,14.678572
2021-05-25,12.12
2021-05-26,11.177142
2021-05-27,11.282857
2021-05-28,12.037142
2021-05-29,11.827143
2021-05-30,12.341429
2021-05-31,14.031427
2021-06-01,14.165713
2021-06-02,15.314286
2021-06-03,18.327145
2021-06-04,17.984285
2021-06-05,18.481428
2021-06-06,18.018572
2021-06-07,18.152857
2021-06-08,18.254286
2021-06-09,18.424286
2021-06-10,19.147142
2021-06-11,20.11
2021-06-12,16.937143
2021-06-13,14.418571
2021-06-14,18.455713
2021-06-15,16.745714
2021-06-16,17.035715
2021-06-17,24.607143
2021-06-18,26.90857
2021-06-19,26.727144
2021-06-20,25.90714
2021-06-21,22.957142
2021-06-22,17.66857
2021-06-23,16.602858
2021-06-24,16.65
2021-06-25,17.66
2021-06-26,17.28
2021-06-27,18.552858
2021-06-28,21.011429
2021-06-29,21.95143
2021-06-30,20.051428
2021-07-01,17.905714
2021-07-02,19.322857
2021-07-03,17.384285
2021-07-04,19.404284
2021-07-05,20.07857
2021-07-06,21.499998
2021-07-07,18.954285
2021-07-08,18.381428
2021-07-09,18.35857
2021-07-10,17.817142
2021-07-11,20.619999
2021-07-12,21.151428
2021-07-13,22.951427
2021-07-14,23.29857
2021-07-15,22.53143
2021-07-16,23.815714
2021-07-17,22.958572
2021-07-18,20.09
2021-07-19,16.985714
2021-07-20,17.201427
2021-07-21,18.004284
2021-07-22,17.994286
2021-07-23,18.204287
2021-07-24,21.332855
2021-07-25,23.334286
2021-07-26,22.234283
2021-07-27,21.774286
2021-07-28,20.392857
2021-07-29,19.108572
2021-07-30,18.85857
2021-07-31,18.735714
2021-08-01,17.13857
2021-08-02,16.428572
2021-08-03,16.231428
2021-08-04,16.70857
2021-08-05,17.684284
2021-08-06,18.685715
2021-08-07,19.337143
2021-08-08,18.667143
2021-08-09,17.355713
2021-08-10,16.452856
2021-08-11,17.065714
2021-08-12,18.924286
2021-08-13,21.944284
2021-08-14,19.2
2021-08-15,18.354284
2021-08-16,17.101427
2021-08-17,15.241427
2021-08-18,16.202856
2021-08-19,17.26
2021-08-20,16.022858
2021-08-21,15.372857
2021-08-22,15.7699995
2021-08-23,17.16
2021-08-24,15.2771435
2021-08-25,14.315713
2021-08-26,13.808571
2021-08-27,14.505713
2021-08-28,15.2300005
2021-08-29,15.924286
2021-08-30,16.075714
2021-08-31,16.015715
2021-09-01,16.798573
2021-09-02,16.65
2021-09-03,14.801428
2021-09-04,14.852858
2021-09-05,15.494286
2021-09-06,16.262857
2021-09-07,16.794285
2021-09-08,16.674284
2021-09-09,18.567142
2021-09-10,19.772858
2021-09-11,18.93857
2021-09-12,18.214285
2021-09-13,15.422856
2021-09-14,14.8571415
2021-09-15,16.08
2021-09-16,17.291428
2021-09-17,14.504286
2021-09-18,14.289999
2021-09-19,12.9728565
2021-09-20,12.825714
2021-09-21,11.678572
2021-09-22,13.392858
2021-09-23,13.752858
2021-09-24,14.537143
2021-09-25,16.61143
2021-09-26,17.332857
2021-09-27,17.492857
2021-09-28,14.852858
2021-09-29,12.461428
2021-09-30,11.088572
2021-10-01,11.934285
2021-10-02,13.057143
2021-10-03,16.894285
2021-10-04,13.732857
2021-10-05,12.637143
2021-10-06,12.74
2021-10-07,11.194285
2021-10-08,11.707143
2021-10-09,8.07
2021-10-10,7.538571
2021-10-11,9.115714
2021-10-12,7.7557144
2021-10-13,8.295714
2021-10-14,10.9871435
2021-10-15,10.839999
2021-10-16,8.8242855
2021-10-17,9.5271435
2021-10-18,10.257143
2021-10-19,11.562857
2021-10-20,15.777143
2021-10-21,11.515715
2021-10-22,7.0800004
2021-10-23,7.2914286
2021-10-24,7.1328573
2021-10-25,6.41
2021-10-26,9.874285
2021-10-27,12.708571
2021-10-28,12.084285
2021-10-29,8.445715
2021-10-30,8.942857
2021-10-31,11.511428
2021-11-01,10.278571
2021-11-02,8.738571
2021-11-03,6.6428566
2021-11-04,7.7728567
2021-11-05,8.671428
2021-11-06,9.178572
2021-11-07,8.725714
2021-11-08,8.277143
2021-11-09,7.705714
2021-11-10,6.215714
2021-11-11,7.835714
2021-11-12,8.268571
2021-11-13,6.035714
2021-11-14,6.9828568
2021-11-15,5.928571
2021-11-16,5.23
2021-11-17,5.4071426
2021-11-18,7.688571
2021-11-19,11.892858
2021-11-20,11.061427
2021-11-21,7.8157144
2021-11-22,3.4528568
2021-11-23,6.6414285
2021-11-24,7.1442857
2021-11-25,5.288571
2021-11-26,3.6100001
2021-11-27,2.0085714
2021-11-28,1.5357143
2021-11-29,1.28
2021-11-30,2.392857
2021-12-01,3.7271426
2021-12-02,0.80428565
2021-12-03,0.6242857
2021-12-04,2.1885715
2021-12-05,1.3442857
2021-12-06,0.8985714
2021-12-07,-1.1585714
2021-12-08,-1.3314284
2021-12-09,-1.8071429
2021-12-10,-1.3642857
2021-12-11,0.14857142
2021-12-12,1.2399999
2021-12-13,5.551429
2021-12-14,6.7971425
2021-12-15,8.394286
2021-12-16,7.178571
2021-12-17,5.0942855
2021-12-18,5.592857
2021-12-19,5.3085713
2021-12-20,1.552857
2021-12-21,-0.9714285
2021-12-22,-1.0057143
2021-12-23,-1.4785713
2021-12-24,-1.2514286
2021-12-25,-7.335714
2021-12-26,-8.721429
2021-12-27,-6.3442855
2021-12-28,-2.8485715
2021-12-29,0.36999995
2021-12-30,5.9028563
2021-12-31,11.334285
