time,NO020
2021-07-08,22.548
2021-07-09,21.704
2021-07-10,19.696
2021-07-11,19.902996
2021-07-12,22.819
2021-07-13,22.701
2021-07-14,25.592
2021-07-15,24.156
2021-07-16,22.949999
2021-07-17,23.726
2021-07-18,23.775
2021-07-19,19.957
2021-07-20,18.869999
2021-07-21,18.336002
2021-07-22,19.085
2021-07-23,19.529001
2021-07-24,20.166
2021-07-25,22.093
2021-07-26,22.587
2021-07-27,23.434
2021-07-28,23.073
2021-07-29,22.483997
2021-07-30,19.945
2021-07-31,20.784
2021-08-01,19.244
2021-08-02,18.606998
2021-08-03,17.641996
2021-08-04,17.813
2021-08-05,16.755001
2021-08-06,17.781002
2021-08-07,18.804
2021-08-08,20.272999
2021-08-09,19.439001
2021-08-10,19.265
2021-08-11,18.689001
2021-08-12,18.165
2021-08-13,19.595
2021-08-14,22.456999
2021-08-15,21.222998
2021-08-16,22.526997
2021-08-17,18.303999
2021-08-18,16.661999
2021-08-19,18.41
2021-08-20,18.354
2021-08-21,18.015
2021-08-22,17.258
2021-08-23,17.818998
2021-08-24,15.336
2021-08-25,13.414
2021-08-26,15.381
2021-08-27,14.093
2021-08-28,14.474998
2021-08-29,15.217999
2021-08-30,15.256999
2021-08-31,15.959
2021-09-01,15.786
2021-09-02,15.483
2021-09-03,14.606999
2021-09-04,13.328
2021-09-05,13.101
2021-09-06,12.625
2021-09-07,16.311998
2021-09-08,16.117
2021-09-09,18.703
2021-09-10,18.808
2021-09-11,18.866999
2021-09-12,18.798
2021-09-13,17.819998
2021-09-14,15.9539995
2021-09-15,16.485998
2021-09-16,18.335999
2021-09-17,16.039999
2021-09-18,13.090999
2021-09-19,10.164
2021-09-20,10.481
2021-09-21,9.346001
2021-09-22,10.622999
2021-09-23,12.646999
2021-09-24,14.339
2021-09-25,15.264999
2021-09-26,16.055998
2021-09-27,14.936998
2021-09-28,13.725
2021-09-29,12.393
2021-09-30,12.425
2021-10-01,10.27
2021-10-02,13.476999
2021-10-03,15.121
2021-10-04,15.585999
2021-10-05,16.013998
2021-10-06,15.964
2021-10-07,12.165
2021-10-08,8.392
2021-10-09,7.5220003
2021-10-10,6.7119994
2021-10-11,6.241
2021-10-12,8.5199995
2021-10-13,7.5449996
2021-10-14,6.259
2021-10-15,11.563999
2021-10-16,9.46
2021-10-17,8.624
2021-10-18,8.798999
2021-10-19,10.749001
2021-10-20,14.700002
2021-10-21,15.049998
2021-10-22,9.516
2021-10-23,7.032
2021-10-24,5.6780005
2021-10-25,7.7479997
2021-10-26,7.2020006
2021-10-27,10.401999
2021-10-28,11.882
2021-10-29,10.503
2021-10-30,10.492001
2021-10-31,12.283
2021-11-01,11.107999
2021-11-02,8.136
2021-11-03,8.101
2021-11-04,8.736
2021-11-05,9.0269985
2021-11-06,8.304999
2021-11-07,7.818
2021-11-08,7.917
2021-11-09,4.4869995
2021-11-10,5.7890005
2021-11-11,4.654
2021-11-12,6.2139997
2021-11-13,5.845
2021-11-14,4.3809996
2021-11-15,4.944
2021-11-16,5.239
2021-11-17,3.955
2021-11-18,6.531999
2021-11-19,9.994999
2021-11-20,10.796999
2021-11-21,8.229
2021-11-22,5.0080004
2021-11-23,2.784
2021-11-24,5.464
2021-11-25,4.251
2021-11-26,3.1899998
2021-11-27,1.6639999
2021-11-28,1.0090001
2021-11-29,1.175
2021-11-30,1.257
2021-12-01,1.6129999
2021-12-02,4.837
2021-12-03,0.72999996
2021-12-04,0.155
2021-12-05,-0.36900002
2021-12-06,-0.583
2021-12-07,-2.5699997
2021-12-08,-4.578
2021-12-09,-3.7489998
2021-12-10,-0.766
2021-12-11,-3.6139996
2021-12-12,-3.7099998
2021-12-13,-1.7639999
2021-12-14,0.978
2021-12-15,4.0759997
2021-12-16,6.7950006
2021-12-17,6.401
2021-12-18,2.9229999
2021-12-19,3.491
2021-12-20,1.06
2021-12-21,-2.2609997
2021-12-22,-3.8669999
2021-12-23,-3.779
2021-12-24,-0.45
2021-12-25,-4.889
2021-12-26,-8.696
2021-12-27,-10.191999
2021-12-28,-5.699
2021-12-29,-1.99
2021-12-30,2.22
2021-12-31,7.968001
