time,DEG05
2021-06-23,16.359999
2021-06-24,15.509999
2021-06-25,18.26
2021-06-26,20.82
2021-06-27,19.3
2021-06-28,17.66
2021-06-29,16.859999
2021-06-30,19.34
2021-07-01,19.369999
2021-07-02,19.539999
2021-07-03,18.609999
2021-07-04,17.57
2021-07-05,19.38
2021-07-06,16.71
2021-07-07,18.199999
2021-07-08,18.63
2021-07-09,19.35
2021-07-10,19.96
2021-07-11,22.59
2021-07-12,22.039999
2021-07-13,17.43
2021-07-14,18.949999
2021-07-15,19.52
2021-07-16,19.88
2021-07-17,21.5
2021-07-18,22.85
2021-07-19,21.81
2021-07-20,22.06
2021-07-21,23.32
2021-07-22,20.89
2021-07-23,21.49
2021-07-24,20.689999
2021-07-25,19.13
2021-07-26,18.27
2021-07-27,21.5
2021-07-28,21.41
2021-07-29,22.88
2021-07-30,21.46
2021-07-31,20.67
2021-08-01,18.19
2021-08-02,17.699999
2021-08-03,19.17
2021-08-04,18.9
2021-08-05,17.74
2021-08-06,18.539999
2021-08-07,18.17
2021-08-08,17.859999
2021-08-09,19.91
2021-08-10,19.029999
2021-08-11,19.58
2021-08-12,23.91
2021-08-13,24.32
2021-08-14,24.58
2021-08-15,25.15
2021-08-16,24.88
2021-08-17,23.6
2021-08-18,24.72
2021-08-19,22.48
2021-08-20,20.73
2021-08-21,21.49
2021-08-22,19.439999
2021-08-23,17.369999
2021-08-24,18.99
2021-08-25,18.92
2021-08-26,19.65
2021-08-27,20.42
2021-08-28,18.58
2021-08-29,18.19
2021-08-30,17.869999
2021-08-31,16.96
2021-09-01,21.77
2021-09-02,21.24
2021-09-03,21.189999
2021-09-04,23.34
2021-09-05,23.41
2021-09-06,24.64
2021-09-07,24.06
2021-09-08,24.99
2021-09-09,23.289999
2021-09-10,21.35
2021-09-11,23.51
2021-09-12,24.65
2021-09-13,21.31
2021-09-14,16.75
2021-09-15,17.449999
2021-09-16,17.69
2021-09-17,19.8
2021-09-18,20.17
2021-09-19,18.1
2021-09-20,18.13
2021-09-21,17.88
2021-09-22,18.24
2021-09-23,18.529999
2021-09-24,18.75
2021-09-25,16.67
2021-09-26,15.469999
2021-09-27,20.65
2021-09-28,20.91
2021-09-29,19.18
2021-09-30,21.92
2021-10-01,22.9
2021-10-02,22.09
2021-10-03,19.199999
2021-10-04,17.48
2021-10-05,19.64
2021-10-06,20.689999
2021-10-07,20.189999
2021-10-08,22.09
2021-10-09,20.0
2021-10-10,19.6
2021-10-11,18.81
2021-10-12,19.96
2021-10-13,20.49
2021-10-14,19.84
2021-10-15,20.97
2021-10-16,20.97
2021-10-17,21.18
2021-10-18,21.02
2021-10-19,21.609999
2021-10-20,21.77
2021-10-21,18.77
2021-10-22,17.8
2021-10-23,16.24
2021-10-24,14.2699995
2021-10-25,13.679999
2021-10-26,15.969999
2021-10-27,14.57
2021-10-28,15.66
2021-10-29,16.17
2021-10-30,16.81
2021-10-31,16.0
2021-11-01,20.9
2021-11-02,19.16
2021-11-03,19.35
2021-11-04,17.16
2021-11-05,16.47
2021-11-06,17.029999
2021-11-07,14.79
2021-11-08,15.79
2021-11-09,14.71
2021-11-10,14.2
2021-11-11,14.87
2021-11-12,14.63
2021-11-13,15.509999
2021-11-14,16.16
2021-11-15,15.46
2021-11-16,13.849999
2021-11-17,13.09
2021-11-18,11.83
2021-11-19,11.23
2021-11-20,14.67
2021-11-21,17.76
2021-11-22,16.609999
2021-11-23,14.7
2021-11-24,15.2
2021-11-25,13.13
2021-11-26,11.309999
2021-11-27,11.349999
2021-11-28,12.11
2021-11-29,12.259999
2021-11-30,13.21
2021-12-01,12.429999
2021-12-02,13.719999
2021-12-03,12.07
2021-12-04,10.96
2021-12-05,14.2699995
2021-12-06,14.17
2021-12-07,13.83
2021-12-08,13.2699995
2021-12-09,12.21
2021-12-10,12.69
2021-12-11,14.73
2021-12-12,14.49
2021-12-13,13.5199995
2021-12-14,12.13
2021-12-15,8.92
2021-12-16,9.059999
2021-12-17,12.889999
2021-12-18,13.889999
2021-12-19,15.599999
2021-12-20,16.789999
2021-12-21,14.7699995
2021-12-22,13.809999
2021-12-23,13.69
2021-12-24,15.7
2021-12-25,16.31
2021-12-26,19.449999
2021-12-27,18.27
2021-12-28,18.109999
2021-12-29,16.84
2021-12-30,16.69
2021-12-31,20.619999
