time,FI193
2021-04-19,7.37
2021-04-20,10.4
2021-04-21,10.2
2021-04-22,6.93
2021-04-23,7.45
2021-04-24,7.96
2021-04-25,6.2799997
2021-04-26,7.7799997
2021-04-27,9.25
2021-04-28,12.69
2021-04-29,7.7599998
2021-04-30,7.1299996
2021-05-01,7.47
2021-05-02,6.73
2021-05-03,9.07
2021-05-04,9.599999
2021-05-05,6.94
2021-05-06,6.94
2021-05-07,7.06
2021-05-08,11.98
2021-05-09,20.38
2021-05-10,17.38
2021-05-11,13.32
2021-05-12,12.429999
2021-05-13,11.62
2021-05-14,11.0199995
2021-05-15,10.74
2021-05-16,11.25
2021-05-17,11.219999
2021-05-18,11.98
2021-05-19,10.28
2021-05-20,12.17
2021-05-21,13.23
2021-05-22,10.08
2021-05-23,11.849999
2021-05-24,11.67
2021-05-25,8.809999
2021-05-26,10.349999
2021-05-27,10.87
2021-05-28,12.12
2021-05-29,13.92
2021-05-30,15.04
2021-05-31,16.99
2021-06-01,18.359999
2021-06-02,20.71
2021-06-03,20.5
2021-06-04,19.619999
2021-06-05,15.549999
2021-06-06,15.38
2021-06-07,16.48
2021-06-08,18.63
2021-06-09,20.08
2021-06-10,20.64
2021-06-11,20.779999
2021-06-12,17.449999
2021-06-13,16.5
2021-06-14,21.039999
2021-06-15,20.1
2021-06-16,23.58
2021-06-17,26.01
2021-06-18,25.689999
2021-06-19,22.66
2021-06-20,21.41
2021-06-21,16.359999
2021-06-22,13.349999
2021-06-23,13.929999
2021-06-24,16.0
2021-06-25,17.24
2021-06-26,19.689999
2021-06-27,19.439999
2021-06-28,20.09
2021-06-29,18.47
2021-06-30,14.0
2021-07-01,13.54
2021-07-02,16.98
2021-07-03,19.189999
2021-07-04,17.31
2021-07-05,16.51
2021-07-06,18.44
2021-07-07,18.31
2021-07-08,17.88
2021-07-09,17.82
2021-07-10,17.529999
2021-07-11,17.89
2021-07-12,18.85
2021-07-13,17.98
2021-07-14,17.15
2021-07-15,17.4
2021-07-16,16.48
2021-07-17,19.359999
2021-07-18,20.39
2021-07-19,18.199999
2021-07-20,17.22
2021-07-21,18.47
2021-07-22,19.199999
2021-07-23,18.66
2021-07-24,18.0
2021-07-25,19.5
2021-07-26,18.84
2021-07-27,18.369999
2021-07-28,18.289999
2021-07-29,17.039999
2021-07-30,18.77
2021-07-31,16.9
2021-08-01,15.299999
2021-08-02,14.83
2021-08-03,14.309999
2021-08-04,16.27
2021-08-05,18.52
2021-08-06,17.52
2021-08-07,17.39
2021-08-08,15.9
2021-08-09,16.5
2021-08-10,16.99
2021-08-11,17.99
2021-08-12,19.949999
2021-08-13,19.449999
2021-08-14,18.43
2021-08-15,20.55
2021-08-16,14.53
2021-08-17,13.5
2021-08-18,16.3
2021-08-19,16.65
2021-08-20,17.34
2021-08-21,19.42
2021-08-22,17.19
2021-08-23,17.199999
2021-08-24,16.05
2021-08-25,15.839999
2021-08-26,15.0
2021-08-27,14.049999
2021-08-28,15.33
2021-08-29,14.54
2021-08-30,16.52
2021-08-31,15.63
2021-09-01,14.679999
2021-09-02,15.73
2021-09-03,17.72
2021-09-04,15.63
2021-09-05,17.92
2021-09-06,18.109999
2021-09-07,18.949999
2021-09-08,19.99
2021-09-09,20.529999
2021-09-10,19.46
2021-09-11,17.55
2021-09-12,16.31
2021-09-13,15.95
2021-09-14,18.35
2021-09-15,18.24
2021-09-16,15.2
2021-09-17,16.039999
2021-09-18,15.969999
2021-09-19,14.79
2021-09-20,12.889999
2021-09-21,13.08
2021-09-22,12.71
2021-09-23,15.0199995
2021-09-24,16.1
2021-09-25,16.71
2021-09-26,18.039999
2021-09-27,15.559999
2021-09-28,13.17
2021-09-29,11.53
2021-09-30,10.87
2021-10-01,13.46
2021-10-02,15.03
2021-10-03,15.07
2021-10-04,13.24
2021-10-05,12.679999
2021-10-06,11.0
2021-10-07,12.13
2021-10-08,10.83
2021-10-09,10.61
2021-10-10,9.92
2021-10-11,11.2699995
2021-10-12,9.25
2021-10-13,8.88
2021-10-14,11.12
2021-10-15,10.08
2021-10-16,7.3199997
2021-10-17,8.67
2021-10-18,11.719999
2021-10-19,15.45
2021-10-20,15.929999
2021-10-21,9.58
2021-10-22,7.7799997
2021-10-23,8.599999
2021-10-24,8.17
2021-10-25,10.0
2021-10-26,11.74
2021-10-27,12.219999
2021-10-28,11.78
2021-10-29,13.719999
2021-10-30,12.799999
2021-10-31,12.5199995
2021-11-01,10.09
2021-11-02,7.24
2021-11-03,5.37
2021-11-04,6.5899997
2021-11-05,7.79
2021-11-06,7.5099998
2021-11-07,8.87
2021-11-08,7.12
2021-11-09,6.17
2021-11-10,4.44
2021-11-11,4.64
2021-11-12,6.2599998
2021-11-13,9.67
2021-11-14,8.07
2021-11-15,6.02
2021-11-16,4.98
2021-11-17,6.3799996
2021-11-18,7.52
2021-11-19,9.51
2021-11-20,8.349999
2021-11-21,6.17
2021-11-22,2.97
2021-11-23,3.27
2021-11-24,3.9499998
2021-11-25,1.9599999
2021-11-26,3.48
2021-11-27,2.73
2021-11-28,2.24
2021-11-29,1.89
2021-11-30,6.5
2021-12-01,7.3199997
2021-12-02,2.3799999
2021-12-03,2.75
2021-12-04,4.5499997
2021-12-05,3.6399999
2021-12-06,2.6699998
2021-12-07,4.2999997
2021-12-08,5.22
2021-12-09,3.36
2021-12-10,2.6799998
2021-12-11,3.4199998
2021-12-12,6.98
2021-12-13,8.389999
2021-12-14,7.37
2021-12-15,8.26
2021-12-16,8.32
2021-12-17,6.95
2021-12-18,5.24
2021-12-19,5.22
2021-12-20,3.58
2021-12-21,-1.41
2021-12-22,-1.49
2021-12-23,3.1699998
2021-12-24,7.93
2021-12-25,2.45
2021-12-26,2.55
2021-12-27,7.19
2021-12-28,9.05
2021-12-29,9.719999
2021-12-30,13.07
2021-12-31,12.41
