time,DED44
2021-11-20,9.985
2021-11-21,7.7
2021-11-22,7.16
2021-11-23,6.125
2021-11-24,5.45
2021-11-25,5.66
2021-11-26,5.5649996
2021-11-27,4.035
2021-11-28,2.6999998
2021-11-29,1.48
2021-11-30,7.3999996
2021-12-01,9.84
2021-12-02,3.8000002
2021-12-03,4.54
2021-12-04,6.1849995
2021-12-05,5.385
2021-12-06,4.85
2021-12-07,4.5499997
2021-12-08,6.515
2021-12-09,6.245
2021-12-10,5.845
2021-12-11,5.0499997
2021-12-12,10.795
2021-12-13,10.48
2021-12-14,10.184999
2021-12-15,10.445
2021-12-16,10.005
2021-12-17,8.665
2021-12-18,7.6349998
2021-12-19,5.46
2021-12-20,5.9049997
2021-12-21,4.5299997
2021-12-22,1.115
2021-12-23,5.73
2021-12-24,8.375
2021-12-25,8.08
2021-12-26,7.885
2021-12-27,8.41
2021-12-28,10.125
2021-12-29,10.674999
2021-12-30,12.86
2021-12-31,13.12
