time,DE21I
2021-09-19,12.373333
2021-09-20,12.044999
2021-09-21,12.126667
2021-09-22,14.108333
2021-09-23,13.653335
2021-09-24,14.646667
2021-09-25,16.455
2021-09-26,18.111666
2021-09-27,17.295
2021-09-28,14.44
2021-09-29,11.553333
2021-09-30,11.37
2021-10-01,12.818334
2021-10-02,13.04
2021-10-03,17.561666
2021-10-04,13.169999
2021-10-05,10.836666
2021-10-06,12.146667
2021-10-07,10.665
2021-10-08,11.413333
2021-10-09,8.706666
2021-10-10,7.85
2021-10-11,9.738334
2021-10-12,8.6033325
2021-10-13,8.801667
2021-10-14,11.286666
2021-10-15,11.013332
2021-10-16,9.048334
2021-10-17,9.304999
2021-10-18,10.551667
2021-10-19,12.061666
2021-10-20,15.718333
2021-10-21,10.616666
2021-10-22,7.1333327
2021-10-23,8.184999
2021-10-24,8.053333
2021-10-25,7.4149995
2021-10-26,10.906666
2021-10-27,13.055
2021-10-28,12.243333
2021-10-29,9.276666
2021-10-30,9.765
2021-10-31,12.433333
2021-11-01,10.759999
2021-11-02,8.228333
2021-11-03,7.248333
2021-11-04,7.66
2021-11-05,8.891666
2021-11-06,9.08
2021-11-07,8.846666
2021-11-08,8.721666
2021-11-09,8.3116665
2021-11-10,7.123333
2021-11-11,8.808333
2021-11-12,8.246666
2021-11-13,5.611666
2021-11-14,7.068333
2021-11-15,5.998333
2021-11-16,5.006666
2021-11-17,5.2016664
2021-11-18,8.058333
2021-11-19,11.921666
2021-11-20,10.774999
2021-11-21,7.7250004
2021-11-22,3.5699997
2021-11-23,7.308333
2021-11-24,7.095
2021-11-25,5.1966662
2021-11-26,3.3
2021-11-27,1.86
2021-11-28,2.2433333
2021-11-29,1.8149999
2021-11-30,3.1450002
2021-12-01,4.4016666
2021-12-02,0.39000002
2021-12-03,0.9266667
2021-12-04,2.615
2021-12-05,0.85999995
2021-12-06,0.6399999
2021-12-07,-0.37166667
2021-12-08,-0.061666656
2021-12-09,-1.485
2021-12-10,-0.475
2021-12-11,1.1233333
2021-12-12,2.9283333
2021-12-13,7.7916665
2021-12-14,7.0083327
2021-12-15,8.825
2021-12-16,7.318333
2021-12-17,5.0799994
2021-12-18,6.39
2021-12-19,5.7083335
2021-12-20,1.96
2021-12-21,-0.66
2021-12-22,-1.8116666
2021-12-23,-1.7550001
2021-12-24,-1.2016667
2021-12-25,-6.918333
2021-12-26,-7.8033333
2021-12-27,-5.7966666
2021-12-28,-1.4549999
2021-12-29,0.65999997
2021-12-30,6.7533336
2021-12-31,11.463333
