time,FRE22
2021-05-13,9.665
2021-05-14,10.7
2021-05-15,10.5
2021-05-16,10.805
2021-05-17,10.985
2021-05-18,10.135
2021-05-19,10.940001
2021-05-20,10.16
2021-05-21,9.825
2021-05-22,9.67
2021-05-23,8.6
2021-05-24,8.195
2021-05-25,10.049999
2021-05-26,9.629999
2021-05-27,10.27
2021-05-28,12.735
2021-05-29,15.0199995
2021-05-30,14.275
2021-05-31,14.235
2021-06-01,17.035
2021-06-02,16.96
2021-06-03,14.33
2021-06-04,12.645
2021-06-05,13.125
2021-06-06,14.304999
2021-06-07,14.099999
2021-06-08,13.8949995
2021-06-09,15.1449995
2021-06-10,16.705
2021-06-11,16.369999
2021-06-12,15.049999
2021-06-13,17.31
2021-06-14,16.275
2021-06-15,15.174999
2021-06-16,15.94
2021-06-17,14.73
2021-06-18,13.2699995
2021-06-19,13.41
2021-06-20,14.184999
2021-06-21,13.025
2021-06-22,12.805
2021-06-23,12.69
2021-06-24,15.315
2021-06-25,13.53
2021-06-26,13.514999
2021-06-27,15.11
2021-06-28,15.42
2021-06-29,15.164999
2021-06-30,15.164999
2021-07-01,14.615
2021-07-02,15.48
2021-07-03,16.74
2021-07-04,16.435
2021-07-05,14.23
2021-07-06,13.7
2021-07-07,15.66
2021-07-08,15.695
2021-07-09,15.0
2021-07-10,15.08
2021-07-11,13.879999
2021-07-12,16.08
2021-07-13,17.055
2021-07-14,16.994999
2021-07-15,17.11
2021-07-16,17.895
2021-07-17,20.21
2021-07-18,21.29
2021-07-19,21.880001
2021-07-20,21.095
2021-07-21,20.989998
2021-07-22,22.145
2021-07-23,20.715
2021-07-24,17.805
2021-07-25,17.68
2021-07-26,17.335
2021-07-27,17.0
2021-07-28,15.87
2021-07-29,15.305
2021-07-30,14.809999
2021-07-31,16.255
2021-08-01,15.37
2021-08-02,14.58
2021-08-03,13.959999
2021-08-04,15.264999
2021-08-05,15.469999
2021-08-06,15.959999
2021-08-07,14.875
2021-08-08,15.375
2021-08-09,15.514999
2021-08-10,15.785
2021-08-11,15.57
2021-08-12,15.745
2021-08-13,16.32
2021-08-14,16.189999
2021-08-15,16.035
2021-08-16,14.414999
2021-08-17,15.014999
2021-08-18,15.68
2021-08-19,15.719999
2021-08-20,16.86
2021-08-21,16.775
2021-08-22,16.474998
2021-08-23,15.849999
2021-08-24,15.835
2021-08-25,15.705
2021-08-26,15.615
2021-08-27,13.74
2021-08-28,14.455
2021-08-29,15.075
2021-08-30,15.01
2021-08-31,14.615
2021-09-01,14.75
2021-09-02,15.01
2021-09-03,15.605
2021-09-04,16.375
2021-09-05,17.02
2021-09-06,19.064999
2021-09-07,21.16
2021-09-08,19.84
2021-09-09,17.98
2021-09-10,17.095001
2021-09-11,16.265
2021-09-12,13.985
2021-09-13,14.82
2021-09-14,16.154999
2021-09-15,15.434999
2021-09-16,15.065
2021-09-17,15.424999
2021-09-18,16.199999
2021-09-19,14.969999
2021-09-20,13.48
2021-09-21,14.264999
2021-09-22,14.445
2021-09-23,15.035
2021-09-24,15.804999
2021-09-25,16.34
2021-09-26,16.16
2021-09-27,13.12
2021-09-28,12.605
2021-09-29,11.184999
2021-09-30,11.86
2021-10-01,13.615
2021-10-02,10.35
2021-10-03,11.24
2021-10-04,12.110001
2021-10-05,12.145
2021-10-06,13.0
2021-10-07,15.34
2021-10-08,15.78
2021-10-09,14.565
2021-10-10,14.129999
2021-10-11,11.69
2021-10-12,11.57
2021-10-13,13.004999
2021-10-14,12.53
2021-10-15,11.455
2021-10-16,12.205
2021-10-17,13.785
2021-10-18,13.125
2021-10-19,15.785
2021-10-20,13.395
2021-10-21,9.414999
2021-10-22,9.68
2021-10-23,10.66
2021-10-24,13.075
2021-10-25,12.84
2021-10-26,12.19
2021-10-27,15.049999
2021-10-28,13.99
2021-10-29,11.915
2021-10-30,10.09
2021-10-31,9.940001
2021-11-01,9.73
2021-11-02,7.37
2021-11-03,6.7749996
2021-11-04,7.1049995
2021-11-05,7.2349997
2021-11-06,10.48
2021-11-07,10.245
2021-11-08,8.434999
2021-11-09,12.959999
2021-11-10,11.36
2021-11-11,10.545
2021-11-12,11.264999
2021-11-13,11.605
2021-11-14,10.164999
2021-11-15,9.18
2021-11-16,9.494999
2021-11-17,10.035
2021-11-18,10.215
2021-11-19,11.174999
2021-11-20,9.75
2021-11-21,7.26
2021-11-22,5.035
2021-11-23,5.185
2021-11-24,6.41
2021-11-25,5.575
2021-11-26,6.395
2021-11-27,4.435
2021-11-28,3.6299999
2021-11-29,3.3049998
2021-11-30,8.879999
2021-12-01,8.235001
2021-12-02,4.1949997
2021-12-03,5.67
2021-12-04,6.635
2021-12-05,5.795
2021-12-06,5.2
2021-12-07,5.87
2021-12-08,5.615
2021-12-09,6.89
2021-12-10,6.1549997
2021-12-11,7.335
2021-12-12,11.53
2021-12-13,10.059999
2021-12-14,9.4
2021-12-15,10.059999
2021-12-16,9.155
2021-12-17,8.174999
2021-12-18,7.035
2021-12-19,5.7349997
2021-12-20,4.935
2021-12-21,4.455
2021-12-22,3.155
2021-12-23,7.62
2021-12-24,8.45
2021-12-25,8.465
2021-12-26,9.0
2021-12-27,8.42
2021-12-28,8.59
2021-12-29,9.754999
2021-12-30,12.37
2021-12-31,12.775
