time,AL035
2021-04-11,6.99
2021-04-12,3.35
2021-04-13,2.98
2021-04-14,2.86
2021-04-15,3.12
2021-04-16,3.6599998
2021-04-17,6.33
2021-04-18,6.7599998
2021-04-19,7.77
2021-04-20,8.92
2021-04-21,10.99
2021-04-22,8.08
2021-04-23,8.5
2021-04-24,9.84
2021-04-25,8.76
2021-04-26,8.03
2021-04-27,8.91
2021-04-28,10.45
2021-04-29,9.92
2021-04-30,5.5099998
2021-05-01,7.89
2021-05-02,7.81
2021-05-03,7.8199997
2021-05-04,8.57
2021-05-05,6.2999997
2021-05-06,5.83
2021-05-07,7.3399997
2021-05-08,10.55
2021-05-09,19.039999
2021-05-10,14.679999
2021-05-11,11.63
2021-05-12,12.11
2021-05-13,10.84
2021-05-14,11.059999
2021-05-15,9.7
2021-05-16,11.08
2021-05-17,10.41
2021-05-18,9.969999
2021-05-19,9.22
2021-05-20,11.53
2021-05-21,12.34
2021-05-22,10.17
2021-05-23,10.57
2021-05-24,10.42
2021-05-25,8.66
2021-05-26,9.23
2021-05-27,10.219999
2021-05-28,11.75
2021-05-29,13.62
2021-05-30,13.79
2021-05-31,14.679999
2021-06-01,16.1
2021-06-02,18.119999
2021-06-03,18.46
2021-06-04,19.1
2021-06-05,16.73
2021-06-06,15.19
2021-06-07,15.62
2021-06-08,17.74
2021-06-09,19.689999
2021-06-10,20.529999
2021-06-11,21.08
2021-06-12,19.43
2021-06-13,16.97
2021-06-14,19.23
2021-06-15,21.77
2021-06-16,23.33
2021-06-17,25.269999
2021-06-18,25.42
2021-06-19,25.32
2021-06-20,22.35
2021-06-21,19.32
2021-06-22,14.98
2021-06-23,17.63
2021-06-24,15.75
2021-06-25,16.47
2021-06-26,17.859999
2021-06-27,20.15
2021-06-28,21.359999
2021-06-29,17.16
2021-06-30,14.29
2021-07-01,14.2699995
2021-07-02,16.71
2021-07-03,19.47
2021-07-04,17.76
2021-07-05,17.6
2021-07-06,16.869999
2021-07-07,17.93
2021-07-08,16.17
2021-07-09,16.949999
2021-07-10,18.22
2021-07-11,17.07
2021-07-12,18.16
2021-07-13,16.22
2021-07-14,14.99
2021-07-15,17.699999
2021-07-16,17.27
2021-07-17,18.64
2021-07-18,20.55
2021-07-19,19.41
2021-07-20,17.71
2021-07-21,18.26
2021-07-22,18.89
2021-07-23,20.109999
2021-07-24,18.8
2021-07-25,19.07
2021-07-26,19.43
2021-07-27,18.19
2021-07-28,17.4
2021-07-29,17.41
2021-07-30,18.89
2021-07-31,17.48
2021-08-01,16.6
2021-08-02,15.08
2021-08-03,14.91
2021-08-04,15.889999
2021-08-05,17.42
2021-08-06,16.75
2021-08-07,16.21
2021-08-08,15.24
2021-08-09,16.31
2021-08-10,17.71
2021-08-11,19.949999
2021-08-12,21.46
2021-08-13,22.25
2021-08-14,21.8
2021-08-15,21.39
2021-08-16,16.4
2021-08-17,12.849999
2021-08-18,15.799999
2021-08-19,16.98
2021-08-20,18.0
2021-08-21,19.47
2021-08-22,17.06
2021-08-23,16.8
2021-08-24,14.92
2021-08-25,15.549999
2021-08-26,14.41
2021-08-27,13.53
2021-08-28,13.63
2021-08-29,13.929999
2021-08-30,15.48
2021-08-31,14.799999
2021-09-01,14.42
2021-09-02,15.679999
2021-09-03,16.99
2021-09-04,17.609999
2021-09-05,18.16
2021-09-06,18.939999
2021-09-07,18.67
2021-09-08,18.91
2021-09-09,18.69
2021-09-10,18.58
2021-09-11,17.3
2021-09-12,15.54
2021-09-13,16.41
2021-09-14,17.94
2021-09-15,18.279999
2021-09-16,15.5199995
2021-09-17,14.179999
2021-09-18,14.53
2021-09-19,13.32
2021-09-20,12.24
2021-09-21,12.03
2021-09-22,11.969999
2021-09-23,14.25
2021-09-24,14.63
2021-09-25,15.63
2021-09-26,15.509999
2021-09-27,15.469999
2021-09-28,12.259999
2021-09-29,10.92
2021-09-30,9.22
2021-10-01,11.4
2021-10-02,15.0199995
2021-10-03,17.06
2021-10-04,11.8
2021-10-05,11.429999
2021-10-06,10.059999
2021-10-07,10.389999
2021-10-08,10.19
2021-10-09,9.679999
2021-10-10,7.62
2021-10-11,7.17
2021-10-12,8.33
2021-10-13,6.7599998
2021-10-14,8.86
2021-10-15,8.7
2021-10-16,7.71
2021-10-17,7.6
2021-10-18,7.1099997
2021-10-19,11.74
2021-10-20,13.82
2021-10-21,10.099999
2021-10-22,5.94
2021-10-23,7.23
2021-10-24,5.45
2021-10-25,7.73
2021-10-26,10.25
2021-10-27,9.82
2021-10-28,6.5899997
2021-10-29,8.03
2021-10-30,8.23
2021-10-31,13.69
2021-11-01,9.349999
2021-11-02,6.5099998
2021-11-03,6.37
2021-11-04,5.93
2021-11-05,6.47
2021-11-06,5.8399997
2021-11-07,5.3599997
2021-11-08,4.97
2021-11-09,4.5899997
2021-11-10,1.92
2021-11-11,2.4299998
2021-11-12,-0.03
2021-11-13,4.65
2021-11-14,6.87
2021-11-15,6.29
2021-11-16,4.95
2021-11-17,4.97
2021-11-18,5.7599998
2021-11-19,7.06
2021-11-20,7.2599998
2021-11-21,4.23
2021-11-22,3.9599998
2021-11-23,1.64
2021-11-24,2.62
2021-11-25,0.82
2021-11-26,0.96999997
2021-11-27,1.48
2021-11-28,1.25
2021-11-29,0.87
2021-11-30,2.6
2021-12-01,5.15
2021-12-02,2.57
2021-12-03,0.14
2021-12-04,2.74
2021-12-05,2.32
2021-12-06,0.81
2021-12-07,2.71
2021-12-08,3.6
2021-12-09,1.36
2021-12-10,1.09
2021-12-11,1.79
2021-12-12,3.04
2021-12-13,5.93
2021-12-14,5.52
2021-12-15,5.2599998
2021-12-16,7.0299997
2021-12-17,5.77
2021-12-18,2.6799998
2021-12-19,3.51
2021-12-20,2.34
2021-12-21,-2.46
2021-12-22,-4.14
2021-12-23,0.47
2021-12-24,6.6099997
2021-12-25,3.6299999
2021-12-26,0.47
2021-12-27,4.8199997
2021-12-28,8.24
2021-12-29,8.46
2021-12-30,11.759999
2021-12-31,9.849999
